Date,State,Population,DiabetesRate,ObesityRate,InactivityRate,HypertensionRate
2001/01/01,Maine,1323822,10.2,28.79,19.83,32.83
2000/01/01,Maine,1323040,10,29,20,33
1999/01/01,Maine,1313989,10.08,28.58,19.69,32.57
1998/01/01,Maine,1309291,10.04,28.47,19.62,32.46
1997/01/01,Maine,1322659,10.14,28.77,19.82,32.79
1996/01/01,Maine,1322276,10.13,28.77,19.82,32.79
1995/01/01,Maine,1318105,10.1,28.69,19.77,32.7
1994/01/01,Maine,1317047,10.08,28.68,19.76,32.69
1993/01/01,Maine,1318190,10.08,28.71,19.78,32.72
1992/01/01,Maine,1313677,10,29,20,33
1991/01/01,Maine,1314027,10.06,28.66,19.75,32.65
1990/01/01,Maine,1306531,10,28.5,19.64,32.48
1989/01/01,Maine,1312930,10.04,28.66,19.75,32.65
1988/01/01,Maine,1311072,10.03,28.63,19.73,32.62
1987/01/01,Maine,1306524,9.99,28.54,19.67,32.52
1986/01/01,Maine,1315655,10.06,28.75,19.82,32.76
1985/01/01,Maine,1311095,10.02,28.67,19.76,32.66
1984/01/01,Maine,1301417,9.95,28.42,19.59,32.38
1983/01/01,Maine,1307223,10,28.55,19.68,32.53
1982/01/01,Maine,1303393,9.97,28.47,19.62,32.44
1981/01/01,Maine,1300075,9.94,28.4,19.58,32.36
1980/01/01,Maine,1306091,9.99,28.53,19.67,32.51
1979/01/01,Maine,1310863,10.02,28.64,19.74,32.63
1978/01/01,Maine,1301820,9.95,28.44,19.6,32.4
1977/01/01,Maine,1291107,9.87,28.2,19.44,32.13
1976/01/01,Maine,1290822,9.87,28.2,19.44,32.13
1975/01/01,Maine,1303067,9.96,28.47,19.62,32.43
1974/01/01,Maine,1299899,9.94,28.4,19.57,32.35
1973/01/01,Maine,1291941,9.88,28.22,19.45,32.15
1972/01/01,Maine,1303827,9.97,28.48,19.63,32.45
1971/01/01,Maine,1297498,9.92,28.34,19.54,32.29
2016/01/01,Maryland,6016447,10.8,29.9,23.1,32.5
2015/01/01,Maryland,5994983,10.72,29.68,22.93,32.27
2014/01/01,Maryland,5967295,10.64,29.47,22.76,32.04
2013/01/01,Maryland,5931129,10.56,29.26,22.6,31.81
2012/01/01,Maryland,5889651,10.48,29.05,22.44,31.58
2011/01/01,Maryland,5843603,10.4,28.84,22.28,31.35
2010/01/01,Maryland,5788584,10.33,28.63,22.12,31.12
2009/01/01,Maryland,5901057,10.26,28.42,21.96,30.9
2008/01/01,Maryland,5901739,10.48,29.05,22.44,31.58
2007/01/01,Maryland,5850730,10.38,28.77,22.23,31.28
2006/01/01,Maryland,5892322,10.45,28.96,22.37,31.48
2005/01/01,Maryland,5884999,10.43,28.91,22.33,31.42
2004/01/01,Maryland,5820392,10.31,28.57,22.07,31.06
2003/01/01,Maryland,5812998,10.29,28.51,22.03,31
2002/01/01,Maryland,5856933,10.35,28.7,22.17,31.2
2001/01/01,Maryland,5861774,10.39,28.79,22.24,31.3
2000/01/01,Maryland,5855478,10,29,22,31
1999/01/01,Maryland,5814000,10.24,28.58,22.02,30.99
1998/01/01,Maryland,5792955,10.2,28.47,21.93,30.87
1997/01/01,Maryland,5852804,10.29,28.77,22.15,31.18
1996/01/01,Maryland,5852200,10.28,28.77,22.14,31.17
1995/01/01,Maryland,5834453,10.24,28.69,22.07,31.07
1994/01/01,Maryland,5828910,10.22,28.68,22.05,31.04
1993/01/01,Maryland,5833555,10.21,28.71,22.05,31.05
1992/01/01,Maryland,5813516,10,29,22,31
1991/01/01,Maryland,5815196,10.18,28.66,22,30.98
1990/01/01,Maryland,5782201,10.11,28.5,21.87,30.8
1989/01/01,Maryland,5810634,10.16,28.66,21.98,30.95
1988/01/01,Maryland,5802381,10.13,28.63,21.95,30.91
1987/01/01,Maryland,5782118,10.09,28.54,21.87,30.8
1986/01/01,Maryland,5822494,10.16,28.75,22.02,31.02
1985/01/01,Maryland,5802336,10.12,28.67,21.95,30.91
1984/01/01,Maryland,5759542,10.06,28.42,21.79,30.68
1983/01/01,Maryland,5785258,10.1,28.55,21.88,30.82
1982/01/01,Maryland,5768309,10.07,28.47,21.82,30.73
1981/01/01,Maryland,5753607,10.04,28.4,21.76,30.65
1980/01/01,Maryland,5780217,10.09,28.53,21.86,30.79
1979/01/01,Maryland,5801338,10.13,28.64,21.94,30.9
1978/01/01,Maryland,5761322,10.06,28.44,21.79,30.69
1977/01/01,Maryland,5713916,9.98,28.2,21.61,30.44
1976/01/01,Maryland,5712655,9.97,28.2,21.61,30.43
1975/01/01,Maryland,5766845,10.07,28.47,21.81,30.72
1974/01/01,Maryland,5752822,10.04,28.4,21.76,30.64
1973/01/01,Maryland,5717601,9.98,28.22,21.62,30.46
1972/01/01,Maryland,5770204,10.07,28.48,21.82,30.74
1971/01/01,Maryland,5742195,10.02,28.34,21.72,30.59
2016/01/01,Massachusetts,6811779,9.3,23.6,20,29.6
2015/01/01,Massachusetts,6784240,9.23,23.43,19.86,29.39
2014/01/01,Massachusetts,6749911,9.16,23.26,19.72,29.18
2013/01/01,Massachusetts,6706786,9.09,23.09,19.58,28.97
2012/01/01,Massachusetts,6658008,9.02,22.92,19.44,28.76
2011/01/01,Massachusetts,6611923,8.96,22.75,19.3,28.55
2010/01/01,Massachusetts,6565524,8.9,22.59,19.16,28.34
2009/01/01,Massachusetts,6678215,8.84,22.43,19.02,28.14
2008/01/01,Massachusetts,6678562,9.03,22.92,19.44,28.76
2007/01/01,Massachusetts,6620816,8.94,22.7,19.25,28.49
2006/01/01,Massachusetts,6668286,9,22.85,19.38,28.67
2005/01/01,Massachusetts,6660775,8.98,22.81,19.34,28.62
2004/01/01,Massachusetts,6588789,8.88,22.54,19.12,28.29
2003/01/01,Massachusetts,6580864,8.86,22.5,19.08,28.23
2002/01/01,Massachusetts,6628849,8.92,22.64,19.2,28.41
2001/01/01,Massachusetts,6634410,8.95,22.72,19.26,28.5
2000/01/01,Massachusetts,6627438,9,23,19,28
1999/01/01,Massachusetts,6580669,8.88,22.56,19.06,28.19
1998/01/01,Massachusetts,6556995,8.85,22.48,18.98,28.07
1997/01/01,Massachusetts,6624795,8.94,22.72,19.17,28.35
1996/01/01,Massachusetts,6624014,8.94,22.73,19.16,28.33
1995/01/01,Massachusetts,6603752,8.92,22.67,19.1,28.23
1994/01/01,Massachusetts,6597528,8.91,22.66,19.08,28.2
1993/01/01,Massachusetts,6602830,8.92,22.69,19.08,28.2
1992/01/01,Massachusetts,6580178,9,23,19,28
1991/01/01,Massachusetts,6582088,8.9,22.65,19.03,28.13
1990/01/01,Massachusetts,6544730,8.86,22.53,18.92,27.96
1989/01/01,Massachusetts,6576891,8.9,22.66,19.01,28.09
1988/01/01,Massachusetts,6567540,8.89,22.64,18.98,28.05
1987/01/01,Massachusetts,6544617,8.87,22.57,18.92,27.94
1986/01/01,Massachusetts,6590324,8.93,22.74,19.05,28.13
1985/01/01,Massachusetts,6567510,8.9,22.68,18.98,28.03
1984/01/01,Massachusetts,6519071,8.83,22.47,18.84,27.84
1983/01/01,Massachusetts,6548175,8.87,22.58,18.93,27.96
1982/01/01,Massachusetts,6528989,8.84,22.52,18.87,27.88
1981/01/01,Massachusetts,6512349,8.82,22.46,18.82,27.81
1980/01/01,Massachusetts,6542470,8.86,22.57,18.91,27.93
1979/01/01,Massachusetts,6566377,8.89,22.65,18.98,28.03
1978/01/01,Massachusetts,6521084,8.83,22.49,18.85,27.84
1977/01/01,Massachusetts,6467426,8.76,22.3,18.69,27.61
1976/01/01,Massachusetts,6465997,8.76,22.3,18.69,27.61
1975/01/01,Massachusetts,6527334,8.84,22.51,18.87,27.87
1974/01/01,Massachusetts,6511462,8.82,22.46,18.82,27.8
1973/01/01,Massachusetts,6471597,8.76,22.32,18.71,27.63
1972/01/01,Massachusetts,6531136,8.84,22.52,18.88,27.88
1971/01/01,Massachusetts,6499434,8.8,22.41,18.79,27.75
2016/01/01,Michigan,9928300,11.2,32.5,23.9,33.1
2015/01/01,Michigan,9917715,11.12,32.27,23.73,32.86
2014/01/01,Michigan,9915767,11.04,32.04,23.56,32.62
2013/01/01,Michigan,9898982,10.96,31.81,23.39,32.39
2012/01/01,Michigan,9887238,10.88,31.58,23.22,32.16
2011/01/01,Michigan,9876213,10.8,31.35,23.05,31.93
2010/01/01,Michigan,9877495,10.72,31.12,22.88,31.7
2009/01/01,Michigan,9870544,10.64,30.9,22.72,31.47
2008/01/01,Michigan,9891004,10.88,31.58,23.22,32.16
2007/01/01,Michigan,9823904,10.78,31.28,23,31.85
2006/01/01,Michigan,9908629,10.85,31.48,23.15,32.06
2005/01/01,Michigan,9907049,10.83,31.42,23.11,32
2004/01/01,Michigan,9802204,10.7,31.06,22.84,31.63
2003/01/01,Michigan,9784806,10.68,31,22.79,31.57
2002/01/01,Michigan,9839680,10.75,31.2,22.94,31.77
2001/01/01,Michigan,9853995,10.78,31.3,23.01,31.87
2000/01/01,Michigan,9847722,11,31,23,32
1999/01/01,Michigan,9780211,10.72,30.99,22.82,31.62
1998/01/01,Michigan,9745282,10.69,30.87,22.73,31.5
1997/01/01,Michigan,9844969,10.8,31.18,22.96,31.83
1996/01/01,Michigan,9842269,10.81,31.17,22.96,31.83
1995/01/01,Michigan,9811214,10.78,31.07,22.89,31.74
1994/01/01,Michigan,9803225,10.78,31.04,22.88,31.72
1993/01/01,Michigan,9811680,10.8,31.05,22.89,31.75
1992/01/01,Michigan,9778094,11,31,23,32
1991/01/01,Michigan,9780734,10.78,30.98,22.84,31.69
1990/01/01,Michigan,9724962,10.73,30.8,22.72,31.52
1989/01/01,Michigan,9772603,10.79,30.95,22.83,31.68
1988/01/01,Michigan,9758758,10.78,30.91,22.81,31.65
1987/01/01,Michigan,9724889,10.75,30.8,22.73,31.55
1986/01/01,Michigan,9792849,10.84,31.02,22.9,31.78
1985/01/01,Michigan,9758913,10.81,30.91,22.83,31.69
1984/01/01,Michigan,9686884,10.7,30.68,22.64,31.42
1983/01/01,Michigan,9730101,10.75,30.82,22.74,31.56
1982/01/01,Michigan,9701595,10.72,30.73,22.68,31.47
1981/01/01,Michigan,9676893,10.7,30.65,22.62,31.4
1980/01/01,Michigan,9721672,10.75,30.79,22.73,31.54
1979/01/01,Michigan,9757192,10.79,30.9,22.81,31.66
1978/01/01,Michigan,9689879,10.71,30.69,22.65,31.44
1977/01/01,Michigan,9610140,10.62,30.44,22.46,31.18
1976/01/01,Michigan,9608017,10.62,30.43,22.46,31.17
1975/01/01,Michigan,9699163,10.72,30.72,22.67,31.47
1974/01/01,Michigan,9675582,10.7,30.64,22.62,31.39
1973/01/01,Michigan,9616345,10.63,30.46,22.48,31.2
1972/01/01,Michigan,9704816,10.73,30.74,22.69,31.49
1971/01/01,Michigan,9657706,10.68,30.59,22.58,31.33
2016/01/01,Minnesota,5519952,8.4,27.8,18,26.3
2015/01/01,Minnesota,5482435,8.34,27.6,17.87,26.11
2014/01/01,Minnesota,5453109,8.28,27.4,17.74,25.92
2013/01/01,Minnesota,5418521,8.22,27.2,17.61,25.73
2012/01/01,Minnesota,5380285,8.16,27,17.48,25.54
2011/01/01,Minnesota,5348562,8.1,26.81,17.35,25.36
2010/01/01,Minnesota,5311147,8.04,26.62,17.23,25.18
2009/01/01,Minnesota,5400038,7.98,26.43,17.11,25
2008/01/01,Minnesota,5398617,8.16,27.01,17.48,25.55
2007/01/01,Minnesota,5352166,8.08,26.75,17.32,25.3
2006/01/01,Minnesota,5391030,8.13,26.92,17.43,25.47
2005/01/01,Minnesota,5385478,8.12,26.87,17.4,25.42
2004/01/01,Minnesota,5327694,8.02,26.56,17.2,25.13
2003/01/01,Minnesota,5320980,8.01,26.51,17.16,25.08
2002/01/01,Minnesota,5359412,8.06,26.68,17.27,25.24
2001/01/01,Minnesota,5363805,8.09,26.77,17.33,25.32
2000/01/01,Minnesota,5358295,8,27,17,25
1999/01/01,Minnesota,5320592,8,26.57,17.13,25.06
1998/01/01,Minnesota,5301509,7.97,26.48,17.06,24.96
1997/01/01,Minnesota,5356318,8.05,26.75,17.23,25.21
1996/01/01,Minnesota,5355617,8.05,26.76,17.22,25.2
1995/01/01,Minnesota,5339199,8.02,26.69,17.16,25.11
1994/01/01,Minnesota,5334177,8.01,26.68,17.14,25.09
1993/01/01,Minnesota,5338492,8.02,26.71,17.14,25.09
1992/01/01,Minnesota,5320191,8,27,17,25
1991/01/01,Minnesota,5321734,8,26.66,17.09,25.03
1990/01/01,Minnesota,5291521,7.95,26.52,16.99,24.89
1989/01/01,Minnesota,5317514,7.99,26.66,17.07,25.01
1988/01/01,Minnesota,5309953,7.98,26.64,17.04,24.97
1987/01/01,Minnesota,5291424,7.95,26.56,16.98,24.88
1986/01/01,Minnesota,5328383,8.01,26.76,17.09,25.05
1985/01/01,Minnesota,5309938,7.98,26.68,17.03,24.97
1984/01/01,Minnesota,5270772,7.92,26.44,16.92,24.79
1983/01/01,Minnesota,5294302,7.96,26.57,16.99,24.9
1982/01/01,Minnesota,5278789,7.93,26.49,16.94,24.82
1981/01/01,Minnesota,5265336,7.91,26.43,16.89,24.76
1980/01/01,Minnesota,5289690,7.95,26.55,16.97,24.87
1979/01/01,Minnesota,5309020,7.98,26.65,17.03,24.96
1978/01/01,Minnesota,5272399,7.92,26.46,16.92,24.79
1977/01/01,Minnesota,5229016,7.86,26.24,16.78,24.59
1976/01/01,Minnesota,5227860,7.86,26.24,16.77,24.58
1975/01/01,Minnesota,5277452,7.93,26.49,16.93,24.81
1974/01/01,Minnesota,5264620,7.91,26.42,16.89,24.75
1973/01/01,Minnesota,5232388,7.86,26.26,16.79,24.6
1972/01/01,Minnesota,5280527,7.94,26.5,16.94,24.83
1971/01/01,Minnesota,5254895,7.9,26.37,16.86,24.71
2016/01/01,Missouri,6093000,11.5,31.7,24.9,34.1
2015/01/01,Missouri,6076204,11.42,31.47,24.72,33.85
2014/01/01,Missouri,6060930,11.34,31.24,24.54,33.61
2013/01/01,Missouri,6042711,11.26,31.02,24.36,33.37
2012/01/01,Missouri,6025415,11.18,30.8,24.18,33.13
2011/01/01,Missouri,6010717,11.1,30.58,24.01,32.89
2010/01/01,Missouri,5996118,11.02,30.36,23.84,32.65
2009/01/01,Missouri,6025454,10.94,30.14,23.67,32.41
2008/01/01,Missouri,6033332,11.18,30.8,24.19,33.13
2007/01/01,Missouri,5988630,11.07,30.51,23.96,32.81
2006/01/01,Missouri,6037942,11.14,30.71,24.11,33.02
2005/01/01,Missouri,6035453,11.12,30.65,24.07,32.96
2004/01/01,Missouri,5971293,10.99,30.3,23.79,32.58
2003/01/01,Missouri,5961496,10.97,30.24,23.74,32.52
2002/01/01,Missouri,5998045,11.04,30.43,23.89,32.72
2001/01/01,Missouri,6005543,11.08,30.53,23.97,32.83
2000/01/01,Missouri,6000972,11,30,24,33
1999/01/01,Missouri,5959524,10.97,30.2,23.77,32.57
1998/01/01,Missouri,5938216,10.93,30.07,23.68,32.46
1997/01/01,Missouri,5999152,11.04,30.37,23.92,32.79
1996/01/01,Missouri,5997764,11.04,30.35,23.92,32.79
1995/01/01,Missouri,5979018,11,30.25,23.85,32.7
1994/01/01,Missouri,5973910,10.99,30.21,23.84,32.69
1993/01/01,Missouri,5978963,11,30.21,23.86,32.72
1992/01/01,Missouri,5958490,11,30,24,33
1991/01/01,Missouri,5960136,10.97,30.13,23.81,32.65
1990/01/01,Missouri,5926194,10.91,29.95,23.68,32.48
1989/01/01,Missouri,5955250,10.96,30.09,23.8,32.65
1988/01/01,Missouri,5946804,10.95,30.04,23.77,32.62
1987/01/01,Missouri,5926130,10.91,29.93,23.7,32.52
1986/01/01,Missouri,5967537,10.99,30.14,23.87,32.76
1985/01/01,Missouri,5946864,10.95,30.03,23.8,32.66
1984/01/01,Missouri,5902980,10.87,29.82,23.6,32.38
1983/01/01,Missouri,5929321,10.92,29.95,23.71,32.53
1982/01/01,Missouri,5911949,10.89,29.86,23.64,32.44
1981/01/01,Missouri,5896892,10.86,29.78,23.58,32.36
1980/01/01,Missouri,5924175,10.91,29.92,23.69,32.51
1979/01/01,Missouri,5945821,10.95,30.03,23.78,32.63
1978/01/01,Missouri,5904804,10.87,29.82,23.61,32.4
1977/01/01,Missouri,5856214,10.78,29.58,23.42,32.13
1976/01/01,Missouri,5854920,10.78,29.57,23.41,32.13
1975/01/01,Missouri,5910462,10.88,29.85,23.63,32.43
1974/01/01,Missouri,5896092,10.86,29.78,23.58,32.35
1973/01/01,Missouri,5859994,10.79,29.6,23.43,32.15
1972/01/01,Missouri,5913906,10.89,29.87,23.65,32.45
1971/01/01,Missouri,5885199,10.84,29.72,23.53,32.29
2016/01/01,Montana,1042520,8.1,25.5,19.9,29.1
2015/01/01,Montana,1032073,8.04,25.32,19.76,28.89
2014/01/01,Montana,1022867,7.98,25.14,19.62,28.68
2013/01/01,Montana,1014314,7.92,24.96,19.48,28.47
2012/01/01,Montana,1005196,7.86,24.78,19.34,28.27
2011/01/01,Montana,997821,7.8,24.6,19.2,28.07
2010/01/01,Montana,990641,7.74,24.42,19.06,27.87
2009/01/01,Montana,1012017,7.68,24.24,18.92,27.67
2008/01/01,Montana,1010603,7.86,24.78,19.34,28.27
2007/01/01,Montana,1001087,7.78,24.54,19.15,28
2006/01/01,Montana,1007941,7.83,24.7,19.28,28.18
2005/01/01,Montana,1006726,7.82,24.66,19.24,28.13
2004/01/01,Montana,996004,7.73,24.37,19.02,27.81
2003/01/01,Montana,995044,7.71,24.32,18.98,27.75
2002/01/01,Montana,1002596,7.76,24.48,19.1,27.93
2001/01/01,Montana,1003158,7.79,24.56,19.16,28.02
2000/01/01,Montana,1001994,8,25,19,28
1999/01/01,Montana,994910,7.75,24.41,18.98,27.78
1998/01/01,Montana,991361,7.73,24.33,18.9,27.67
1997/01/01,Montana,1001659,7.81,24.59,19.09,27.96
1996/01/01,Montana,1001571,7.82,24.6,19.09,27.95
1995/01/01,Montana,998507,7.8,24.54,19.02,27.87
1994/01/01,Montana,997524,7.8,24.54,19.01,27.85
1993/01/01,Montana,998318,7.82,24.58,19.01,27.87
1992/01/01,Montana,994899,8,24,19,28
1991/01/01,Montana,995197,7.81,24.39,18.97,27.81
1990/01/01,Montana,989555,7.77,24.25,18.86,27.66
1989/01/01,Montana,994417,7.81,24.36,18.95,27.8
1988/01/01,Montana,992999,7.81,24.32,18.93,27.77
1987/01/01,Montana,989529,7.79,24.22,18.86,27.68
1986/01/01,Montana,996440,7.85,24.37,18.99,27.88
1985/01/01,Montana,992993,7.83,24.27,18.93,27.79
1984/01/01,Montana,985670,7.75,24.13,18.79,27.56
1983/01/01,Montana,990071,7.79,24.24,18.87,27.69
1982/01/01,Montana,987169,7.77,24.16,18.82,27.61
1981/01/01,Montana,984653,7.75,24.1,18.77,27.54
1980/01/01,Montana,989207,7.79,24.21,18.86,27.67
1979/01/01,Montana,992822,7.82,24.29,18.93,27.77
1978/01/01,Montana,985974,7.76,24.13,18.8,27.58
1977/01/01,Montana,977861,7.7,23.93,18.64,27.35
1976/01/01,Montana,977645,7.7,23.93,18.64,27.34
1975/01/01,Montana,986919,7.77,24.15,18.82,27.6
1974/01/01,Montana,984519,7.75,24.09,18.77,27.54
1973/01/01,Montana,978491,7.7,23.95,18.66,27.37
1972/01/01,Montana,987494,7.77,24.17,18.83,27.62
1971/01/01,Montana,982700,7.74,24.05,18.74,27.49
2016/01/01,Nebraska,1907116,8.8,32,22.4,29.9
2015/01/01,Nebraska,1893765,8.74,31.77,22.24,29.68
2014/01/01,Nebraska,1881145,8.68,31.54,22.08,29.47
2013/01/01,Nebraska,1868559,8.62,31.31,21.92,29.26
2012/01/01,Nebraska,1855725,8.56,31.08,21.76,29.05
2011/01/01,Nebraska,1842283,8.5,30.86,21.6,28.84
2010/01/01,Nebraska,1830051,8.44,30.64,21.44,28.63
2009/01/01,Nebraska,1862773,8.38,30.42,21.29,28.42
2008/01/01,Nebraska,1861857,8.56,31.09,21.76,29.05
2007/01/01,Nebraska,1845411,8.48,30.79,21.55,28.77
2006/01/01,Nebraska,1858678,8.53,30.99,21.69,28.96
2005/01/01,Nebraska,1856706,8.52,30.93,21.65,28.91
2004/01/01,Nebraska,1836670,8.42,30.58,21.4,28.57
2003/01/01,Nebraska,1834579,8.4,30.52,21.36,28.51
2002/01/01,Nebraska,1847992,8.46,30.71,21.49,28.7
2001/01/01,Nebraska,1849397,8.48,30.81,21.56,28.79
2000/01/01,Nebraska,1847431,8,31,22,29
1999/01/01,Nebraska,1834419,8.34,30.58,21.44,28.58
1998/01/01,Nebraska,1827843,8.3,30.47,21.37,28.47
1997/01/01,Nebraska,1846753,8.37,30.78,21.6,28.77
1996/01/01,Nebraska,1846541,8.36,30.78,21.61,28.77
1995/01/01,Nebraska,1840884,8.32,30.7,21.56,28.69
1994/01/01,Nebraska,1839133,8.3,30.69,21.56,28.68
1993/01/01,Nebraska,1840613,8.29,30.72,21.59,28.71
1992/01/01,Nebraska,1834305,8,31,21,29
1991/01/01,Nebraska,1834840,8.26,30.66,21.42,28.66
1990/01/01,Nebraska,1824427,8.2,30.49,21.29,28.5
1989/01/01,Nebraska,1833391,8.23,30.66,21.39,28.66
1988/01/01,Nebraska,1830782,8.21,30.63,21.35,28.63
1987/01/01,Nebraska,1824391,8.17,30.53,21.26,28.54
1986/01/01,Nebraska,1837134,8.22,30.76,21.39,28.75
1985/01/01,Nebraska,1830775,8.18,30.67,21.29,28.67
1984/01/01,Nebraska,1817272,8.15,30.4,21.18,28.42
1983/01/01,Nebraska,1825385,8.18,30.54,21.27,28.55
1982/01/01,Nebraska,1820036,8.15,30.46,21.21,28.47
1981/01/01,Nebraska,1815397,8.13,30.38,21.15,28.4
1980/01/01,Nebraska,1823794,8.17,30.53,21.24,28.53
1979/01/01,Nebraska,1830459,8.2,30.64,21.32,28.64
1978/01/01,Nebraska,1817833,8.14,30.43,21.17,28.44
1977/01/01,Nebraska,1802875,8.08,30.17,21,28.2
1976/01/01,Nebraska,1802477,8.07,30.17,21,28.2
1975/01/01,Nebraska,1819575,8.15,30.45,21.2,28.47
1974/01/01,Nebraska,1815151,8.13,30.38,21.14,28.4
1973/01/01,Nebraska,1804038,8.08,30.2,21.01,28.22
1972/01/01,Nebraska,1820635,8.15,30.47,21.21,28.48
1971/01/01,Nebraska,1811798,8.11,30.32,21.1,28.34
2016/01/01,Nevada,2940058,11.1,25.8,24.7,28.3
2015/01/01,Nevada,2883758,11.02,25.61,24.52,28.1
2014/01/01,Nevada,2833013,10.94,25.43,24.34,27.9
2013/01/01,Nevada,2786464,10.86,25.25,24.16,27.7
2012/01/01,Nevada,2752565,10.78,25.07,23.99,27.5
2011/01/01,Nevada,2718379,10.7,24.89,23.82,27.3
2010/01/01,Nevada,2703284,10.62,24.71,23.65,27.1
2009/01/01,Nevada,2794095,10.54,24.53,23.48,26.9
2008/01/01,Nevada,2781373,10.78,25.07,23.99,27.5
2007/01/01,Nevada,2749039,10.68,24.83,23.76,27.24
2006/01/01,Nevada,2764396,10.74,24.99,23.92,27.41
2005/01/01,Nevada,2760407,10.72,24.95,23.88,27.36
2004/01/01,Nevada,2731523,10.6,24.66,23.6,27.05
2003/01/01,Nevada,2731457,10.58,24.61,23.55,26.99
2002/01/01,Nevada,2754484,10.65,24.77,23.7,27.16
2001/01/01,Nevada,2754066,10.68,24.85,23.78,27.25
2000/01/01,Nevada,2749889,11,25,24,27
1999/01/01,Nevada,2730214,10.64,24.66,23.61,26.98
1998/01/01,Nevada,2720699,10.6,24.57,23.52,26.88
1997/01/01,Nevada,2749312,10.72,24.83,23.77,27.15
1996/01/01,Nevada,2749396,10.73,24.83,23.77,27.14
1995/01/01,Nevada,2740990,10.71,24.76,23.71,27.05
1994/01/01,Nevada,2737968,10.71,24.75,23.7,27.02
1993/01/01,Nevada,2740055,10.73,24.77,23.73,27.03
1992/01/01,Nevada,2730709,11,25,24,27
1991/01/01,Nevada,2731601,10.72,24.73,23.68,26.97
1990/01/01,Nevada,2716166,10.67,24.59,23.56,26.82
1989/01/01,Nevada,2729525,10.73,24.72,23.69,26.95
1988/01/01,Nevada,2725599,10.73,24.7,23.66,26.91
1987/01/01,Nevada,2716035,10.7,24.62,23.59,26.82
1986/01/01,Nevada,2735007,10.79,24.8,23.77,27.01
1985/01/01,Nevada,2725560,10.76,24.73,23.7,26.92
1984/01/01,Nevada,2705472,10.65,24.52,23.49,26.72
1983/01/01,Nevada,2717554,10.7,24.63,23.6,26.84
1982/01/01,Nevada,2709586,10.67,24.56,23.53,26.76
1981/01/01,Nevada,2702672,10.65,24.5,23.48,26.69
1980/01/01,Nevada,2715169,10.7,24.62,23.59,26.81
1979/01/01,Nevada,2725094,10.74,24.71,23.67,26.91
1978/01/01,Nevada,2706301,10.66,24.54,23.51,26.73
1977/01/01,Nevada,2684033,10.57,24.33,23.31,26.51
1976/01/01,Nevada,2683440,10.57,24.33,23.31,26.5
1975/01/01,Nevada,2708894,10.67,24.56,23.53,26.75
1974/01/01,Nevada,2702306,10.65,24.5,23.47,26.69
1973/01/01,Nevada,2685761,10.58,24.35,23.33,26.52
1972/01/01,Nevada,2710472,10.68,24.57,23.54,26.77
1971/01/01,Nevada,2697315,10.63,24.45,23.43,26.64
2016/01/01,NewHampshire,1334795,9,26.6,19.3,29.2
2015/01/01,NewHampshire,1330111,8.94,26.41,19.16,28.99
2014/01/01,NewHampshire,1328743,8.88,26.22,19.02,28.78
2013/01/01,NewHampshire,1322687,8.82,26.03,18.88,28.57
2012/01/01,NewHampshire,1321182,8.76,25.84,18.74,28.36
2011/01/01,NewHampshire,1318473,8.7,25.65,18.61,28.16
2010/01/01,NewHampshire,1316872,8.64,25.47,18.48,27.96
2009/01/01,NewHampshire,1320721,8.58,25.29,18.35,27.76
2008/01/01,NewHampshire,1322552,8.76,25.84,18.75,28.37
2007/01/01,NewHampshire,1313014,8.68,25.6,18.57,28.1
2006/01/01,NewHampshire,1323843,8.74,25.76,18.69,28.28
2005/01/01,NewHampshire,1323613,8.72,25.72,18.66,28.23
2004/01/01,NewHampshire,1309575,8.62,25.42,18.44,27.9
2003/01/01,NewHampshire,1307390,8.6,25.37,18.41,27.85
2002/01/01,NewHampshire,1315136,8.66,25.53,18.52,28.03
2001/01/01,NewHampshire,1316841,8.69,25.61,18.58,28.12
2000/01/01,NewHampshire,1315893,9,26,19,28
1999/01/01,NewHampshire,1306829,8.66,25.45,18.48,27.86
1998/01/01,NewHampshire,1302183,8.63,25.36,18.42,27.75
1997/01/01,NewHampshire,1315530,8.73,25.63,18.62,28.04
1996/01/01,NewHampshire,1315203,8.74,25.64,18.63,28.03
1995/01/01,NewHampshire,1311073,8.72,25.57,18.59,27.94
1994/01/01,NewHampshire,1309968,8.73,25.57,18.59,27.92
1993/01/01,NewHampshire,1311085,8.75,25.61,18.62,27.94
1992/01/01,NewHampshire,1306599,9,25,19,28
1991/01/01,NewHampshire,1306959,8.74,25.42,18.59,27.88
1990/01/01,NewHampshire,1299512,8.7,25.27,18.5,27.72
1989/01/01,NewHampshire,1305880,8.75,25.39,18.61,27.86
1988/01/01,NewHampshire,1304028,8.75,25.34,18.6,27.82
1987/01/01,NewHampshire,1299497,8.73,25.24,18.55,27.73
1986/01/01,NewHampshire,1308578,8.8,25.4,18.69,27.93
1985/01/01,NewHampshire,1304045,8.78,25.29,18.64,27.84
1984/01/01,NewHampshire,1294421,8.69,25.15,18.46,27.62
1983/01/01,NewHampshire,1300196,8.73,25.26,18.55,27.74
1982/01/01,NewHampshire,1296387,8.71,25.18,18.5,27.66
1981/01/01,NewHampshire,1293085,8.69,25.11,18.46,27.59
1980/01/01,NewHampshire,1299069,8.73,25.23,18.54,27.72
1979/01/01,NewHampshire,1303815,8.76,25.32,18.61,27.82
