Time,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,DistanceMeters,HeartRate,Weight,Seconds,Pace,Speed,MinHeartTarget,MaxHeartTarget
2015.09.23D18:45:38.000,53.33930349,-6.180474926,5.199999809,3547.860107,160,0,1146,2.99,3.0959,105,157
2015.09.23D18:45:39.000,53.3393019,-6.180521026,5,3550.850098,160,0,1147,2.5,3.0958,105,157
2015.09.23D18:45:40.000,53.33930341,-6.180558829,4.800000191,3553.350098,160,0,1148,2.5398,3.0953,105,157
2015.09.23D18:45:41.000,53.33930349,-6.180598056,5,3555.889893,159,0,1149,2.8,3.0948,105,157
2015.09.23D18:45:42.000,53.33930098,-6.180640552,5,3558.689941,160,0,1150,2.2,3.0945,105,157
2015.09.23D18:45:43.000,53.33929486,-6.180673745,5.199999809,3560.889893,160,0,1151,2.6401,3.0937,105,157
2015.09.23D18:45:44.000,53.33928974,-6.180713475,5.400000095,3563.530029,159,0,1152,1.6799,3.0933,105,157
2015.09.23D18:45:45.000,53.33928689,-6.180739375,5.800000191,3565.209961,160,0,1153,1.8,3.0921,105,157
2015.09.23D18:45:46.000,53.3392879,-6.180767454,6,3567.01001,159,0,1154,1.95,3.091,105,157
2015.09.23D18:45:47.000,53.33928823,-6.180798132,5.800000191,3568.959961,159,0,1155,2.5801,3.09,105,157
2015.09.23D18:45:48.000,53.33927943,-6.180834509,6,3571.540039,159,0,1156,3.02,3.0896,105,157
2015.09.23D18:45:49.000,53.33926762,-6.180875329,6,3574.560059,159,0,1157,2.0798,3.0895,105,157
2015.09.23D18:45:50.000,53.33926795,-6.180907013,6.199999809,3576.639893,159,0,1158,3.02,3.0886,105,157
2015.09.23D18:45:51.000,53.33925764,-6.180949677,6,3579.659912,159,0,1159,3.24,3.0886,105,157
2015.09.23D18:45:52.000,53.33924658,-6.180995191,6.400000095,3582.899902,158,0,1160,3.1602,3.0887,105,157
2015.09.23D18:45:53.000,53.33924658,-6.181042632,7,3586.060059,159,0,1161,3.6299,3.0888,105,157
2015.09.23D18:45:54.000,53.33924364,-6.181097869,7,3589.689941,158,0,1162,2.21,3.0892,105,157
2015.09.23D18:45:55.000,53.33924767,-6.181131061,7.400000095,3591.899902,158,0,1163,2.5,3.0885,105,157
2015.09.23D18:45:56.000,53.33924976,-6.181170121,7.599999905,3594.399902,158,0,1164,2.6001,3.088,105,157
2015.09.23D18:45:57.000,53.33925529,-6.181209348,8,3597,158,0,1165,2.6101,3.0876,105,157
2015.09.23D18:45:58.000,53.33925739,-6.181249581,8.600000381,3599.610107,159,0,1166,2.3699,3.0871,105,157
2015.09.23D18:45:59.000,53.33925948,-6.181286378,8.600000381,3601.97998,159,0,1167,2.48,3.0865,105,157
2015.09.23D18:46:00.000,53.3392594,-6.181325186,8.600000381,3604.459961,159,0,1168,2.8501,3.086,105,157
2015.09.23D18:46:01.000,53.33926527,-6.18136785,8.800000191,3607.310059,159,0,1169,2.4299,3.0858,105,157
2015.09.23D18:46:02.000,53.33926024,-6.181404898,9.199999809,3609.73999,159,0,1170,2.8301,3.0852,105,157
2015.09.23D18:46:03.000,53.33925764,-6.181447813,9.399999619,3612.570068,159,0,1171,2.72,3.085,105,157
2015.09.23D18:46:04.000,53.33925739,-6.181489304,9.600000381,3615.290039,160,0,1172,3.6099,3.0847,105,157
2015.09.23D18:46:05.000,53.33925856,-6.181543786,9.600000381,3618.899902,160,0,1173,3.53,3.0852,105,157
2015.09.23D18:46:06.000,53.33926275,-6.181596592,10,3622.429932,160,0,1174,3.27,3.0855,105,157
2015.09.23D18:46:07.000,53.33926443,-6.181646045,10.19999981,3625.699951,160,0,1175,2.4399,3.0857,105,157
2015.09.23D18:46:08.000,53.33925831,-6.181682423,10.19999981,3628.139893,160,0,1176,2.9602,3.0852,105,157
2015.09.23D18:46:09.000,53.33925689,-6.181727098,9.800000191,3631.100098,160,0,1177,2.7,3.085,105,157
2015.09.23D18:46:10.000,53.3392527,-6.181767751,9.800000191,3633.800049,160,0,1178,3.3298,3.0847,105,157
2015.09.23D18:46:11.000,53.33925026,-6.181818126,9.800000191,3637.129883,160,0,1179,3.2302,3.0849,105,157
2015.09.23D18:46:12.000,53.33924591,-6.181866489,9.399999619,3640.360107,160,0,1180,3.4299,3.0851,105,157
2015.09.23D18:46:13.000,53.33924733,-6.181918373,9.600000381,3643.790039,160,0,1181,3.8799,3.0853,105,157
2015.09.23D18:46:14.000,53.33924297,-6.181976879,9.600000381,3647.669922,160,0,1182,3.28,3.086,105,157
2015.09.23D18:46:15.000,53.33924104,-6.182026584,9.600000381,3650.949951,160,0,1183,2.4001,3.0862,105,157
2015.09.23D18:46:16.000,53.33924029,-6.182063464,10,3653.350098,160,0,1184,3.5498,3.0856,105,157
2015.09.23D18:46:17.000,53.3392361,-6.182117695,10,3656.899902,159,0,1185,4.4001,3.086,105,157
2015.09.23D18:46:18.000,53.33922336,-6.182180643,10,3661.300049,159,0,1186,3.6499,3.0871,105,157
2015.09.23D18:46:19.000,53.33921037,-6.182231354,10.19999981,3664.949951,160,0,1187,3.8501,3.0876,105,157
2015.09.23D18:46:20.000,53.33919629,-6.182284327,9.800000191,3668.800049,160,0,1188,4.8298,3.0882,105,157
2015.09.23D18:46:21.000,53.33917508,-6.182348197,10.39999962,3673.629883,160,0,1189,4.3501,3.0897,105,157
2015.09.23D18:46:22.000,53.33915203,-6.182401003,10.19999981,3677.97998,160,0,1190,3.8301,3.0907,105,157
2015.09.23D18:46:23.000,53.3391263,-6.182439225,10.19999981,3681.810059,160,0,1191,4.1599,3.0914,105,157
2015.09.23D18:46:24.000,53.33910199,-6.182487421,10.19999981,3685.969971,160,0,1192,3.8501,3.0923,105,157
2015.09.23D18:46:25.000,53.33907383,-6.182521032,10.19999981,3689.820068,160,0,1193,4.26,3.0929,105,157
2015.09.23D18:46:26.000,53.33904273,-6.18255917,10,3694.080078,160,0,1194,3.8098,3.0939,105,157
2015.09.23D18:46:27.000,53.33901557,-6.182594541,10,3697.889893,160,0,1195,4.6401,3.0945,105,157
2015.09.23D18:46:28.000,53.33898171,-6.18263578,10.39999962,3702.530029,160,0,1196,4.2,3.0958,105,157
2015.09.23D18:46:29.000,53.3389486,-6.182666961,10.80000019,3706.72998,160,0,1197,3.45,3.0967,105,157
2015.09.23D18:46:30.000,53.33891859,-6.182680372,11.19999981,3710.179932,160,0,1198,3.3301,3.097,105,157
2015.09.23D18:46:31.000,53.33888875,-6.182685234,11.39999962,3713.51001,160,0,1199,3.6699,3.0972,105,157
2015.09.23D18:46:32.000,53.33885564,-6.182688,11.60000038,3717.179932,160,0,1200,2.2,3.0976,105,157
2015.09.23D18:46:33.000,53.33883578,-6.182692777,11.80000019,3719.379883,160,0,1201,1.3,3.0969,105,157
2015.09.23D18:46:34.000,53.33882404,-6.182696968,12.19999981,3720.679932,160,0,1202,3.23,3.0954,105,157
2015.09.23D18:46:35.000,53.33879479,-6.182696214,12.19999981,3723.909912,160,0,1203,3.8701,3.0955,105,157
2015.09.23D18:46:36.000,53.33875959,-6.182701159,11.80000019,3727.780029,161,0,1204,3.48,3.0962,105,157
2015.09.23D18:46:37.000,53.3387279,-6.182702584,11.19999981,3731.26001,160,0,1205,3.77,3.0965,105,157
2015.09.23D18:46:38.000,53.33869379,-6.182707278,11.19999981,3735.030029,160,0,1206,3.0701,3.097,105,157
2015.09.23D18:46:39.000,53.33866596,-6.182711637,11,3738.100098,161,0,1207,3.6499,3.097,105,157
2015.09.23D18:46:40.000,53.33863302,-6.182714151,11.39999962,3741.75,160,0,1208,2.03,3.0975,105,157
2015.09.23D18:46:41.000,53.33861466,-6.182713229,11.19999981,3743.780029,160,0,1209,3.5801,3.0966,105,157
2015.09.23D18:46:42.000,53.33858248,-6.182719767,11.19999981,3747.360107,160,0,1210,4.21,3.097,105,157
2015.09.23D18:46:43.000,53.33854476,-6.182727143,10.60000038,3751.570068,160,0,1211,3.8398,3.0979,105,157
2015.09.23D18:46:44.000,53.33851031,-6.182721695,11,3755.409912,160,0,1212,2.9402,3.0985,105,157
2015.09.23D18:46:45.000,53.33848374,-6.182719516,10.80000019,3758.350098,160,0,1213,3.5298,3.0984,105,157
2015.09.23D18:46:46.000,53.3384518,-6.182721611,10.60000038,3761.879883,160,0,1214,4,3.0987,105,157
2015.09.23D18:46:47.000,53.33841585,-6.182727646,10.80000019,3765.879883,160,0,1215,3.5601,3.0995,105,157
2015.09.23D18:46:48.000,53.33838383,-6.182727143,10.60000038,3769.439941,159,0,1216,3.9399,3.0999,105,157
2015.09.23D18:46:49.000,53.33834837,-6.182728484,10.19999981,3773.379883,159,0,1217,3.1001,3.1006,105,157
2015.09.23D18:46:50.000,53.33832046,-6.182731418,10,3776.47998,159,0,1218,3.6699,3.1006,105,157
2015.09.23D18:46:51.000,53.33828744,-6.182730747,10,3780.149902,160,0,1219,3.1902,3.101,105,157
2015.09.23D18:46:52.000,53.33825877,-6.182732675,9.800000191,3783.340088,160,0,1220,2.6099,3.1011,105,157
2015.09.23D18:46:53.000,53.3382353,-6.182730831,9.800000191,3785.949951,160,0,1221,3.8101,3.1007,105,157
2015.09.23D18:46:54.000,53.33820102,-6.182732508,9.800000191,3789.76001,160,0,1222,3.27,3.1013,105,157
2015.09.23D18:46:55.000,53.33817151,-6.182734268,10,3793.030029,160,0,1223,2.98,3.1014,105,157
2015.09.23D18:46:56.000,53.33814478,-6.182740219,9.600000381,3796.01001,160,0,1224,3.1399,3.1013,105,157
2015.09.23D18:46:57.000,53.33811661,-6.182744913,9.600000381,3799.149902,161,0,1225,3.3201,3.1013,105,157
2015.09.23D18:46:58.000,53.33808677,-6.182745919,9.399999619,3802.469971,160,0,1226,3.02,3.1015,105,157
2015.09.23D18:46:59.000,53.33805978,-6.182741728,9.800000191,3805.48999,161,0,1227,3.03,3.1015,105,157
2015.09.23D18:47:00.000,53.33803246,-6.182744494,9.600000381,3808.52002,160,0,1228,3.3799,3.1014,105,157
2015.09.23D18:47:01.000,53.33800212,-6.182746002,9.600000381,3811.899902,161,0,1229,3.3601,3.1016,105,157
2015.09.23D18:47:02.000,53.33797194,-6.182751367,9.800000191,3815.26001,160,0,1230,2.98,3.1018,105,157
2015.09.23D18:47:03.000,53.33794537,-6.182756564,10,3818.23999,161,0,1231,2.9399,3.1017,105,157
2015.09.23D18:47:04.000,53.33791989,-6.182769137,9.800000191,3821.179932,160,0,1232,2.4202,3.1016,105,157
2015.09.23D18:47:05.000,53.33790002,-6.182784392,9.600000381,3823.600098,160,0,1233,3.49,3.1011,105,157
2015.09.23D18:47:06.000,53.33786951,-6.182795707,9.399999619,3827.090088,160,0,1234,3,3.1014,105,157
2015.09.23D18:47:07.000,53.33784554,-6.182817249,9.399999619,3830.090088,160,0,1235,2.45,3.1013,105,157
2015.09.23D18:47:08.000,53.33782802,-6.182839964,9.399999619,3832.540039,161,0,1236,2.3301,3.1008,105,157
2015.09.23D18:47:09.000,53.33781218,-6.182863265,9.199999809,3834.870117,161,0,1237,2.73,3.1001,105,157
2015.09.23D18:47:10.000,53.33779617,-6.182894362,9.399999619,3837.600098,160,0,1238,1.9099,3.0998,105,157
2015.09.23D18:47:11.000,53.33778813,-6.182919927,9.199999809,3839.51001,161,0,1239,1.99,3.0989,105,157
2015.09.23D18:47:12.000,53.33778217,-6.182948006,9.199999809,3841.5,160,0,1240,2.95,3.098,105,157
2015.09.23D18:47:13.000,53.33777061,-6.182987988,9,3844.449951,161,0,1241,3.3901,3.0979,105,157
2015.09.23D18:47:14.000,53.33776357,-6.183037525,8.800000191,3847.840088,161,0,1242,2.0798,3.0981,105,157
2015.09.23D18:47:15.000,53.3377644,-6.183068706,8.600000381,3849.919922,161,0,1243,2.6702,3.0973,105,157
2015.09.23D18:47:16.000,53.33776063,-6.18310852,8.600000381,3852.590088,160,0,1244,2.6299,3.0969,105,157
2015.09.23D18:47:17.000,53.33775795,-6.183147747,8.600000381,3855.219971,160,0,1245,2.79,3.0966,105,157
2015.09.23D18:47:18.000,53.33774798,-6.183186974,8.600000381,3858.01001,160,0,1246,1.9299,3.0963,105,157
2015.09.23D18:47:19.000,53.33774085,-6.183213461,8.399999619,3859.939941,160,0,1247,2.7,3.0954,105,157
2015.09.23D18:47:20.000,53.33773389,-6.183252269,8.399999619,3862.639893,160,0,1248,3.3801,3.0951,105,157
2015.09.23D18:47:21.000,53.33773406,-6.183303064,8.399999619,3866.02002,160,0,1249,2.75,3.0953,105,157
2015.09.23D18:47:22.000,53.33772853,-6.183343548,8.600000381,3868.77002,160,0,1250,3.1799,3.095,105,157
2015.09.23D18:47:23.000,53.33771814,-6.18338814,8.800000191,3871.949951,160,0,1251,3.3501,3.0951,105,157
2015.09.23D18:47:24.000,53.33771319,-6.183437929,8.600000381,3875.300049,160,0,1252,2.9199,3.0953,105,157
2015.09.23D18:47:25.000,53.33771361,-6.183481766,8.800000191,3878.219971,160,0,1253,3.3201,3.0951,105,157
2015.09.23D18:47:26.000,53.33771286,-6.183531638,8.399999619,3881.540039,160,0,1254,4.1199,3.0953,105,157
2015.09.23D18:47:27.000,53.33771612,-6.183593245,8.600000381,3885.659912,160,0,1255,3.49,3.0961,105,157
2015.09.23D18:47:28.000,53.33771772,-6.183645548,9,3889.149902,160,0,1256,2.98,3.0965,105,157
2015.09.23D18:47:29.000,53.33771101,-6.18368905,9,3892.129883,159,0,1257,2.79,3.0964,105,157
2015.09.23D18:47:30.000,53.33771445,-6.183730625,9,3894.919922,159,0,1258,3.2002,3.0961,105,157
2015.09.23D18:47:31.000,53.33771336,-6.183778569,9,3898.120117,159,0,1259,3.5598,3.0962,105,157
2015.09.23D18:47:32.000,53.33771529,-6.183832046,9,3901.679932,159,0,1260,2.8101,3.0966,105,157
2015.09.23D18:47:33.000,53.33771504,-6.18387429,9,3904.48999,158,0,1261,3.2,3.0963,105,157
2015.09.23D18:47:34.000,53.3377121,-6.183921983,9.199999809,3907.689941,158,0,1262,3.24,3.0964,105,157
2015.09.23D18:47:35.000,53.33771403,-6.183970515,9.199999809,3910.929932,157,0,1263,3.72,3.0965,105,157
2015.09.23D18:47:36.000,53.33771328,-6.184026338,9.399999619,3914.649902,157,0,1264,2.5901,3.097,105,157
2015.09.23D18:47:37.000,53.33770732,-6.184064057,9.600000381,3917.23999,157,0,1265,2.96,3.0966,105,157
2015.09.23D18:47:38.000,53.33771235,-6.18410781,9.800000191,3920.199951,157,0,1266,2.78,3.0965,105,157
2015.09.23D18:47:39.000,53.33770841,-6.184149133,9.800000191,3922.97998,157,0,1267,2.79,3.0963,105,157
2015.09.23D18:47:40.000,53.33770615,-6.184190875,9.800000191,3925.77002,158,0,1268,2.29,3.096,105,157
2015.09.23D18:47:41.000,53.33770598,-6.184225241,9.800000191,3928.060059,158,0,1269,2.45,3.0954,105,157
2015.09.23D18:47:42.000,53.33770338,-6.18426187,10,3930.51001,158,0,1270,3.24,3.0949,105,157
2015.09.23D18:47:43.000,53.33770674,-6.184310233,10,3933.75,157,0,1271,3.72,3.095,105,157
2015.09.23D18:47:44.000,53.33770917,-6.184366057,9.800000191,3937.469971,158,0,1272,3.3801,3.0955,105,157
2015.09.23D18:47:45.000,53.33771302,-6.184416348,10,3940.850098,157,0,1273,3.0999,3.0957,105,157
2015.09.23D18:47:46.000,53.33771227,-6.184463035,10.19999981,3943.949951,158,0,1274,3.8101,3.0957,105,157
2015.09.23D18:47:47.000,53.33771462,-6.184520032,10,3947.76001,158,0,1275,3.4099,3.0963,105,157
2015.09.23D18:47:48.000,53.33771554,-6.184571162,10,3951.169922,158,0,1276,3.75,3.0965,105,157
2015.09.23D18:47:49.000,53.33771554,-6.184627488,9.800000191,3954.919922,159,0,1277,3.9001,3.097,105,157
2015.09.23D18:47:50.000,53.33771453,-6.184686162,10,3958.820068,159,0,1278,4.05,3.0977,105,157
2015.09.23D18:47:51.000,53.33771143,-6.184746679,10,3962.870117,159,0,1279,3.73,3.0984,105,157
2015.09.23D18:47:52.000,53.33771353,-6.18480267,10,3966.600098,159,0,1280,3.7898,3.0989,105,157
2015.09.23D18:47:53.000,53.33771973,-6.184858577,10,3970.389893,159,0,1281,3.8301,3.0994,105,157
2015.09.23D18:47:54.000,53.33772426,-6.184915658,10,3974.219971,159,0,1282,3.76,3.1,105,157
2015.09.23D18:47:55.000,53.33771872,-6.184971482,10,3977.97998,159,0,1283,3.9099,3.1005,105,157
2015.09.23D18:47:56.000,53.33771839,-6.185030239,9.800000191,3981.889893,159,0,1284,3.9602,3.1012,105,157
2015.09.23D18:47:57.000,53.33771411,-6.185089247,9.800000191,3985.850098,160,0,1285,4.2998,3.1018,105,157
2015.09.23D18:47:58.000,53.33770288,-6.185151106,9.800000191,3990.149902,159,0,1286,3.24,3.1028,105,157
2015.09.23D18:47:59.000,53.33770087,-6.185199721,9.800000191,3993.389893,160,0,1287,4.54,3.1029,105,157
2015.09.23D18:48:00.000,53.33770003,-6.185267949,9.800000191,3997.929932,160,0,1288,3.99,3.104,105,157
2015.09.23D18:48:01.000,53.33769869,-6.18532788,9.600000381,4001.919922,159,0,1289,2.8301,3.1047,105,157
2015.09.23D18:48:02.000,53.33769785,-6.185370209,9.800000191,4004.75,159,0,1290,2.72,3.1045,105,157
2015.09.23D18:48:03.000,53.3376966,-6.185411029,9.800000191,4007.469971,159,0,1291,4.3,3.1042,105,157
2015.09.23D18:48:04.000,53.3376924,-6.18553156,10,4011.77002,160,0,1292,3.74,3.1051,105,157
2015.09.23D18:48:05.000,53.3376924,-6.18553156,10,4015.51001,160,0,1293,0,3.1056,105,157
2015.09.23D18:48:06.000,53.33769693,-6.185504235,10,4015.51001,160,0,1294,7.03,3.1032,105,157
2015.09.23D18:48:07.000,53.33770808,-6.185648572,10.19999981,4022.540039,160,0,1295,2.6599,3.1062,105,157
2015.09.23D18:48:08.000,53.33770808,-6.185648572,10.19999981,4025.199951,160,0,1296,2.6602,3.1059,105,157
2015.09.23D18:48:09.000,53.33771051,-6.185688302,10.39999962,4027.860107,160,0,1297,4.74,3.1055,105,157
2015.09.23D18:48:10.000,53.33770967,-6.185806403,8.800000191,4032.600098,160,0,1298,3.1299,3.1068,105,157
2015.09.23D18:48:11.000,53.33770967,-6.185806403,8.800000191,4035.72998,160,0,1299,3.1301,3.1068,105,157
2015.09.23D18:48:12.000,53.33771001,-6.185853425,8.600000381,4038.860107,160,0,1300,3.2798,3.1068,105,157
2015.09.23D18:48:13.000,53.33770724,-6.185903046,9.199999809,4042.139893,160,0,1301,5,3.1069,105,157
2015.09.23D18:48:14.000,53.33770322,-6.185977813,9.199999809,4047.139893,161,0,1302,4.7202,3.1084,105,157
2015.09.23D18:48:15.000,53.33768779,-6.18604403,8.600000381,4051.860107,161,0,1303,2.8899,3.1096,105,157
2015.09.23D18:48:16.000,53.33769852,-6.186084347,8.399999619,4054.75,161,0,1304,2.6699,3.1095,105,157
2015.09.23D18:48:17.000,53.33770364,-6.186123574,8.600000381,4057.419922,162,0,1305,3.01,3.1091,105,157
2015.09.23D18:48:18.000,53.33770665,-6.186168585,8.600000381,4060.429932,162,0,1306,2.6602,3.1091,105,157
2015.09.23D18:48:19.000,53.33770238,-6.186208315,8.800000191,4063.090088,161,0,1307,3.28,3.1087,105,157
2015.09.23D18:48:20.000,53.33770598,-6.186257182,8.800000191,4066.370117,162,0,1308,3.24,3.1088,105,157
2015.09.23D18:48:21.000,53.33769785,-6.186304288,9.399999619,4069.610107,162,0,1309,3.1599,3.1089,105,157
2015.09.23D18:48:22.000,53.33769701,-6.186351646,9.399999619,4072.77002,162,0,1310,2.8401,3.109,105,157
2015.09.23D18:48:23.000,53.33769458,-6.186394142,9.399999619,4075.610107,162,0,1311,2.8999,3.1088,105,157
2015.09.23D18:48:24.000,53.33769257,-6.186437644,9.199999809,4078.51001,162,0,1312,3.3401,3.1086,105,157
2015.09.23D18:48:25.000,53.33769576,-6.186487433,9.199999809,4081.850098,162,0,1313,3.0598,3.1088,105,157
2015.09.23D18:48:26.000,53.33769978,-6.186532862,9.199999809,4084.909912,163,0,1314,3.0601,3.1088,105,157
2015.09.23D18:48:27.000,53.33770162,-6.186578795,9.399999619,4087.969971,163,0,1315,3.54,3.1087,105,157
2015.09.23D18:48:28.000,53.3377064,-6.186631434,9.399999619,4091.51001,162,0,1316,3.1299,3.1091,105,157
2015.09.23D18:48:29.000,53.33769349,-6.18667393,9.600000381,4094.639893,162,0,1317,2.8401,3.1091,105,157
2015.09.23D18:48:30.000,53.33769282,-6.186716594,9.600000381,4097.47998,163,0,1318,2.4302,3.1089,105,157
2015.09.23D18:48:31.000,53.33769701,-6.186752468,9.800000191,4099.910156,162,0,1319,4.0996,3.1083,105,157
2015.09.23D18:48:32.000,53.33770171,-6.186813489,10,4104.009766,163,0,1320,3.1401,3.1091,105,157
2015.09.23D18:48:33.000,53.33769886,-6.186860679,10,4107.149902,162,0,1321,3.2402,3.1091,105,157
2015.09.23D18:48:34.000,53.33769358,-6.186908623,10.19999981,4110.390137,163,0,1322,2.9697,3.1092,105,157
2015.09.23D18:48:35.000,53.33769115,-6.186953047,10.19999981,4113.359863,162,0,1323,4.0103,3.1091,105,157
2015.09.23D18:48:36.000,53.33769173,-6.187013313,10.39999962,4117.370117,162,0,1324,3.25,3.1098,105,157
2015.09.23D18:48:37.000,53.33769282,-6.187062096,10.39999962,4120.620117,162,0,1325,3.4297,3.1099,105,157
2015.09.23D18:48:38.000,53.33769475,-6.187113393,10.19999981,4124.049805,162,0,1326,3.3203,3.1101,105,157
2015.09.23D18:48:39.000,53.33770238,-6.187161673,10.19999981,4127.370117,162,0,1327,2.6597,3.1103,105,157
2015.09.23D18:48:40.000,53.33770246,-6.187201822,10.39999962,4130.029785,162,0,1328,2.9604,3.11,105,157
2015.09.23D18:48:41.000,53.33769903,-6.187245911,10.39999962,4132.990234,162,0,1329,3.5298,3.1098,105,157
2015.09.23D18:48:42.000,53.33769131,-6.187297292,10.60000038,4136.52002,162,0,1330,3.3398,3.1102,105,157
2015.09.23D18:48:43.000,53.33769785,-6.18734641,10.39999962,4139.859863,162,0,1331,2.7402,3.1103,105,157
2015.09.23D18:48:44.000,53.3376919,-6.187386811,10.39999962,4142.600098,162,0,1332,2.5801,3.1101,105,157
2015.09.23D18:48:45.000,53.33769031,-6.187425451,10.19999981,4145.180176,162,0,1333,3.6997,3.1097,105,157
2015.09.23D18:48:46.000,53.33769483,-6.18748052,10,4148.879883,162,0,1334,3.1499,3.1101,105,157
2015.09.23D18:48:47.000,53.33769299,-6.187527794,10,4152.029785,162,0,1335,3.0601,3.1101,105,157
2015.09.23D18:48:48.000,53.33769165,-6.187573811,10,4155.089844,162,0,1336,3.77,3.1101,105,157
2015.09.23D18:48:49.000,53.33769048,-6.187630389,9.800000191,4158.859863,162,0,1337,3.2402,3.1106,105,157
2015.09.23D18:48:50.000,53.33768939,-6.187679004,9.800000191,4162.100098,161,0,1338,3.4399,3.1107,105,157
2015.09.23D18:48:51.000,53.33768453,-6.187730217,9.800000191,4165.540039,162,0,1339,3.02,3.1109,105,157
2015.09.23D18:48:52.000,53.33768603,-6.187775312,9.800000191,4168.560059,162,0,1340,3.4697,3.1109,105,157
2015.09.23D18:48:53.000,53.33769316,-6.187826106,10,4172.029785,162,0,1341,3.7202,3.1111,105,157
2015.09.23D18:48:54.000,53.33769106,-6.18788193,10.19999981,4175.75,162,0,1342,2.8599,3.1116,105,157
2015.09.23D18:48:55.000,53.33768989,-6.187924929,10.60000038,4178.609863,162,0,1343,3.8701,3.1114,105,157
2015.09.23D18:48:56.000,53.33768738,-6.187982848,10.60000038,4182.47998,162,0,1344,3.3701,3.112,105,157
2015.09.23D18:48:57.000,53.33768981,-6.188033391,10.80000019,4185.850098,162,0,1345,2.9097,3.1122,105,157
2015.09.23D18:48:58.000,53.33769048,-6.188077061,11.19999981,4188.759766,162,0,1346,2.6602,3.112,105,157
2015.09.23D18:48:59.000,53.33768947,-6.188116875,11.19999981,4191.419922,162,0,1347,3.8301,3.1117,105,157
2015.09.23D18:49:00.000,53.33768704,-6.188174374,11.39999962,4195.25,162,0,1348,3.8501,3.1122,105,157
2015.09.23D18:49:01.000,53.33768914,-6.188232042,11.80000019,4199.100098,162,0,1349,3.0098,3.1128,105,157
2015.09.23D18:49:02.000,53.33769056,-6.188277137,11.80000019,4202.109863,162,0,1350,3.1602,3.1127,105,157
2015.09.23D18:49:03.000,53.33769148,-6.188324578,12,4205.27002,162,0,1351,3.3701,3.1127,105,157
2015.09.23D18:49:04.000,53.33769291,-6.188375289,11.80000019,4208.640137,162,0,1352,2.9297,3.1129,105,157
2015.09.23D18:49:05.000,53.33769341,-6.188419294,11.80000019,4211.569824,162,0,1353,3.27,3.1128,105,157
2015.09.23D18:49:06.000,53.33769517,-6.188468244,12,4214.839844,162,0,1354,3.6504,3.1129,105,157
2015.09.23D18:49:07.000,53.3377002,-6.188522559,12,4218.490234,161,0,1355,3.5298,3.1133,105,157
2015.09.23D18:49:08.000,53.33769718,-6.188575448,12.19999981,4222.02002,161,0,1356,3.1401,3.1136,105,157
2015.09.23D18:49:09.000,53.33769542,-6.188622555,12.19999981,4225.160156,161,0,1357,3.79,3.1136,105,157
2015.09.23D18:49:10.000,53.33769584,-6.188679552,12.60000038,4228.950195,161,0,1358,3.4897,3.1141,105,157
2015.09.23D18:49:11.000,53.33769693,-6.188731855,13,4232.439941,161,0,1359,2.6401,3.1144,105,157
2015.09.23D18:49:12.000,53.33769978,-6.18877125,13,4235.080078,161,0,1360,2.3599,3.114,105,157
2015.09.23D18:49:13.000,53.3377038,-6.188806118,12.80000019,4237.439941,161,0,1361,3.54,3.1135,105,157
2015.09.23D18:49:14.000,53.33770582,-6.188859344,12.60000038,4240.97998,161,0,1362,3.0801,3.1138,105,157
2015.09.23D18:49:15.000,53.33770649,-6.188905863,12.39999962,4244.060059,161,0,1363,2.6401,3.1138,105,157
2015.09.23D18:49:16.000,53.33771822,-6.188940229,12.60000038,4246.700195,161,0,1364,3.5898,3.1134,105,157
2015.09.23D18:49:17.000,53.33772073,-6.188994627,13,4250.290039,161,0,1365,3.5601,3.1138,105,157
2015.09.23D18:49:18.000,53.33771906,-6.189048188,13,4253.850098,161,0,1366,2.71,3.1141,105,157
2015.09.23D18:49:19.000,53.33771889,-6.189089091,13,4256.560059,161,0,1367,2.73,3.1138,105,157
2015.09.23D18:49:20.000,53.33771889,-6.189130247,13,4259.290039,161,0,1368,3.3301,3.1135,105,157
2015.09.23D18:49:21.000,53.33772157,-6.189180203,13,4262.620117,161,0,1369,2.8999,3.1137,105,157
2015.09.23D18:49:22.000,53.33771696,-6.189223705,13,4265.52002,162,0,1370,2.8799,3.1135,105,157
2015.09.23D18:49:23.000,53.33771478,-6.189266955,13,4268.399902,161,0,1371,3.3599,3.1133,105,157
2015.09.23D18:49:24.000,53.33771193,-6.189317247,13,4271.759766,162,0,1372,3.8101,3.1135,105,157
2015.09.23D18:49:25.000,53.33770531,-6.189373657,12.80000019,4275.569824,162,0,1373,3.3501,3.114,105,157
2015.09.23D18:49:26.000,53.33770397,-6.189423865,12.60000038,4278.919922,161,0,1374,2.9902,3.1142,105,157
2015.09.23D18:49:27.000,53.33770397,-6.189468792,12.39999962,4281.910156,162,0,1375,3.6499,3.1141,105,157
2015.09.23D18:49:28.000,53.3377028,-6.189523609,12.39999962,4285.560059,162,0,1376,2.8901,3.1145,105,157
2015.09.23D18:49:29.000,53.33770313,-6.189567028,12.60000038,4288.450195,162,0,1377,3.0596,3.1143,105,157
2015.09.23D18:49:30.000,53.33770045,-6.189612877,12.39999962,4291.509766,162,0,1378,3.0801,3.1143,105,157
2015.09.23D18:49:31.000,53.33770028,-6.189659061,12,4294.589844,162,0,1379,3.7202,3.1143,105,157
