Area,Group,Price,Rooms,Address
Dublin 16,Dublin,295600,3,"APT 44, WYCKHAM PLACE, DUNDRUM DUBLIN 16"
Dublin 16,Dublin,320000,4,"47 MARLAY VIEW, BALLINTEER AVE, DUBLIN 16"
Dublin 16,Dublin,325110,4,"45 Abbots Grove Avenue, Knocklyon"
Dublin 16,Dublin,345000,4,"APT 4, THE ELM, ROCKFIELD DUBLIN 16"
Dublin 16,Dublin,392000,5,"91 SOUTHMEDE, BALLINTEER RD, DUNDRUM DUBLIN 16"
Dublin 16,Dublin,395000,5,"15 WOODSTOWN VALE, KNOCKLYON, DUBLIN 16"
Dublin 16,Dublin,400000,5,"85 WEDGEWOOD, SANDYFORD RD, DUBLIN 14"
Dublin 16,Dublin,400000,5,"2 STOCKING WOOD WALK, STOCKING AVE, RATHFARNHAM"
Dublin 16,Dublin,407500,5,"12 BEAUFIELD PARK, DUN LAOGHAIRE, DUBLIN"
Dublin 16,Dublin,427313,5,"9 The Court, Scholarstown Wood, Scholarstown Road  Rathfarnham"
Dublin 16,Dublin,460000,5,"18 BEVERLY CRESCENT, KNOCKLYON, DUBLIN 16"
Dublin 16,Dublin,480176,5,"4 Odins Way, Taylors Lane, Rathfarnham"
Dublin 16,Dublin,493392,5,"9 Silverton, Harolds Grange Road, Rathfarnham"
Dublin 16,Dublin,510000,5,"114 HARBOUR VIEW, DUN LAOGHAIRE, DUBLIN"
Dublin 16,Dublin,524228,5,"21 Silverton  Harolds Cross Rd., Rathfarnham"
Dublin 16,Dublin,530000,5,"11 WOODFIELD, SCHOLARSTOWN RD, RATHFARNHAM DUBLIN 16"
Dublin 16,Dublin,530000,5,"4 ASHTON CLOSE, KNOCKCULLEN, DUBLIN 16"
Dublin 16,Dublin,535000,5,"10 GLENDOHER DR, RATHFARNHAM, DUBLIN 16"
Dublin 16,Dublin,550000,5,"3 THE CRESCENT, WOODPARK, BALLINTEER DUBLIN 16"
Dublin 16,Dublin,551101,5,"11 The Avenue, Scholarstown Wood, Scholarstown Road"
Dublin 16,Dublin,580000,5,"112 MEADOW GROVE, DUNDRUM, DUBLIN 14"
Dublin 16,Dublin,581498,5,"NO 2 THE LODGE, HERSIL WOOD, KNOCKLYON"
Dublin 16,Dublin,595000,5,"104 LUDFORD RD, BALLINTEER, DUBLIN 16"
Dublin 16,Dublin,600000,5,"5 KNOCKLYON AVE, KNOCKLYON WOODS, DUBLIN 16"
Dublin 17,Dublin,59000,1,"68, MOATVIEW DRIVE, PRIORSWOOD DUBLIN 17"
Dublin 17,Dublin,77700,1,"25, GREENCASTLE CRESCENT, COOLOCK DUBLIN 17"
Dublin 17,Dublin,187000,2,"29 THE PARK, LARCH HILL, OSCAR TRAYNOR RD DUBLIN 17"
Dublin 17,Dublin,190000,2,"13 THE PARK, LARCH HILL, OFF OSCAR TRAYNOR RD DUBLIN 17"
Dublin 17,Dublin,200000,2,"21 GLIN AVE, COOLOCK, DUBLIN 17"
Dublin 17,Dublin,270000,3,"THE ORCHARD, CLONSHAUGH RD, CLONSHAUGH DUBLIN 17"
Dublin 17,Dublin,285000,3,"4 Priorswood Lodge, Clonshaugh, Dublin 17"
Dublin 17,Dublin,391000,5,"10 WOODLAWN CLOSE, SANTRY, DUBLIN 9"
Dublin 18,Dublin,246000,2,"32 LARKSPUR HALL, LEVMOSS PARK, THE GALLOPS DUBLIN 18"
Dublin 18,Dublin,268000,2,"25 CRUAGH COURT, STEPASIDE, DUBLIN 18"
Dublin 18,Dublin,280000,3,"15 LEVMOSS AVE, THE GALLOPS, LEOPARDSTOWN DUBLIN 18"
Dublin 18,Dublin,300000,3,"403 OLCOVAR, SHANKILL, DUBLIN"
Dublin 18,Dublin,340000,4,"23 LARKSPUR HALL, LEVMOSS PARK, LEOPARDSTOWN DUBLIN 18"
Dublin 18,Dublin,349000,4,"17 BELARMINE PLACE, STEPASIDE, DUBLIN 18"
Dublin 18,Dublin,361233,5,"31 Belarmine Grove, Belarmine Woods, Stepaside"
Dublin 18,Dublin,361233,5,"6 Belarmine Lawns, Belarmine Woods, STEPASIDE"
Dublin 18,Dublin,361234,5,"8 Belarmine Lawns, Belarmine Woods, Stepaside"
Dublin 18,Dublin,361234,5,"No.35, Belarmine Lawns, Belarmine Woods"
Dublin 18,Dublin,371900,5,"12 Belarmine Lawns, Belarmine Wood, Stepside"
Dublin 18,Dublin,380000,5,"15 RATHMICHAEL PARK, SHANKILL, DUBLIN"
Dublin 18,Dublin,403000,5,"50 BELARMINE PLACE, STEPASIDE, DUBLIN"
Dublin 18,Dublin,436000,5,"25 EATON WOOD AVE, SHANKILL, DUBLIN"
Dublin 18,Dublin,471366,5,"59 LEVMOSS AVENUE, LEVMOSS PARK, THE GALLOPS"
Dublin 18,Dublin,475770,5,"65 LEVMOSS AVE, LEVMOSS PARK, THE GALLOPS DUBLIN 18"
Dublin 18,Dublin,523000,5,"16 GLENBOURNE GROVE, LEOPARDSTOWN VALLEY, LEOPARDSTOWN DUBLIN 18"
Dublin 18,Dublin,570000,5,"18 GLENCAIRN CRESCENT, THE GALLOPS, LEOPARDSTOWN DUBLIN 18"
Dublin 18,Dublin,572000,5,"16 ORBY WAY, THE GALLOPS, LEOPARDSTOWN DUBLIN 18"
Dublin 18,Dublin,572687,5,"6 Blacnkberrry Hill, Glenamuck Road, Carrickmines"
Dublin 18,Dublin,583000,5,"ST JUDES, COMMONS RD, SHANKILL"
Dublin 18,Dublin,585000,5,"14 CORNELSCOURT, HILL ROAD, CABINTEELY"
Dublin 18,Dublin,585000,5,"50 KILGOBBIN HEIGHTS, STEPASIDE, DUBLIN 18"
Dublin 18,Dublin,635000,5,"5 CABINTEELY WOOD, OLD BRAY RD, CABINTEELY DUBLIN 18"
Dublin 18,Dublin,639000,5,"ARLINGTON, JOLLYLANDS, BALLYCORUS RD DUBLIN 18"
Dublin 18,Dublin,651981,5,"11 BURFORD DRIVE, HONEYPARK, DUN LAOGHAIRE"
Dublin 18,Dublin,757500,5,"2 BRIGHTON COURT, BRIGHTON RD, FOXROCK"
Dublin 18,Dublin,775000,5,"108 SHREWSBURY LAWN, CABINTEELY, DUBLIN 18"
Dublin 18,Dublin,845000,5,"41 CAIRN HILL, WESTMINSTER RD, FOXROCK DUBLIN 18"
Dublin 18,Dublin,850000,5,"5A FOXROCK MANOR, LEOPARDSTOWN RD, FOXROCK DUBLIN 18"
Dublin 18,Dublin,850000,5,"APT 2, HOLLYBROOK, BRIGHTON RD DUBLIN 18"
Dublin 18,Dublin,855000,5,"90 SOUTH PARK, FOXROCK, DUBLIN 18"
Dublin 18,Dublin,935000,5,"11 BELLEVUE RD, GLENAGEARY, DUBLIN"
Dublin 18,Dublin,1825000,5,"OAK HOUSE, 1 HAINAULT ROAD, FOXROCK"
Dublin 2,Dublin,300000,3,"APT 21A, BLOCK A  CAMERON COURT, CORK STREET"
Dublin 2,Dublin,300000,3,"6 CLANWILLIAM COURT, LOWER MOUNT ST, DUBLIN 2"
Dublin 2,Dublin,300000,2,"7 CLANWILLIAM COURT, LOWER MOUNT ST, DUBLIN 2"
Dublin 2,Dublin,310000,2,"APARTMENT 1, 9 UPPER FITZWILLIAM SQ, DUBLIN 2"
Dublin 2,Dublin,375000,5,"APT 94, THE WINDMILL, WINDMILL LANE DUBLIN 2"
Dublin 2,Dublin,411000,5,"5 MAGENNIS SQ, DUBLIN 2, DUBLIN"
Dublin 2,Dublin,1100000,5,"TOP APT, 4 UPPERFITZWILLIAM ST, DUBLIN 2"
Dublin 20,Dublin,265000,2,"APT 88, KNOCKMAREE, CHAPELIZOD DUBLIN 20"
Dublin 20,Dublin,392500,5,"33 GLENAULIN GREEN, PALMERSTOWN, DUBLIN 20"
Dublin 22,Dublin,92373,1,"1 Chaplain Place, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"11 Chaplain Court, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"2 Chaplain Place, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"3 Chaplain Court, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"3 Chaplain Place, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"4 Chaplain Court, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"4 Chaplain Place, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"5 Chaplain Place, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"6 Chaplain Place, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"7 Chaplain Place, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"8 Chaplain Court, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,92373,1,"9 Chaplain Court, Rowlagh Village Centre, Clondalkin"
Dublin 22,Dublin,120000,1,"42 THORNFIELD SQUARE, CLONDALKIN, DUBLIN 22"
Dublin 22,Dublin,180000,2,"14 LEALAND WALK, DUBLIN 22, DUBLIN"
Dublin 22,Dublin,215000,2,"7 LYONS LANE, NEWCASTLE LYONS, NEWCASTLE"
Dublin 22,Dublin,227000,2,"24 WESTBOURNE GROVE, CLONDALKIN, DUBLIN 22"
Dublin 22,Dublin,235000,2,"256 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22"
Dublin 22,Dublin,240000,2,"14 WOODFORD COURT, CLONDALKIN, DUBLIN 24"
Dublin 22,Dublin,245000,2,"7 NEWLANDS MANOR FAIRWAYS, CLONDALKIN, DUBLIN 22"
Dublin 22,Dublin,252000,2,"2 YELLOW MEADOWS DR, WATERY LANE"
Dublin 22,Dublin,260000,2,"34 MONKSFIELD LAWNS, CLONDALKIN, DUBLIN 22"
Dublin 22,Dublin,281000,3,"212 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22"
Dublin 22,Dublin,390000,5,"40 MONASTERY GATE CLOSE, CLONDALKIN, DUBLIN 22"
Dublin 22,Dublin,476000,5,"GLENBEIGH, 9 MONASTERY RD, CLONDALKIN DUBLIN 22"
Dublin 22,Dublin,1847467,5,"Unit 1- 20 Chaplain Terrace, Rowlagh Village Centre"
Dublin 24,Dublin,82000,1,"53 HUNTERS LANE, HUNTERS WOOD, BALLYCULLEN DUBLIN 24"
Dublin 24,Dublin,82000,1,"53 HUNTERS LANE, HUNTERS WOOD, BALLYCULLEN DUBLIN 24"
Dublin 24,Dublin,110000,1,"26 REDWOOD RISE, KILNAMANAGH, TALLAGHT"
Dublin 24,Dublin,160000,2,"59 BAWNLEA AVE, JOBSTOWN, TALLAGHT DUBLIN 24"
Dublin 24,Dublin,165000,2,"8 VIRGINIA HALL, BELGARD SQ WEST, DUBLIN 24"
Dublin 24,Dublin,165000,2,"95 WESTENDGATE, COOKSTOWN WAY, TALLAGHT DUBLIN 24"
Dublin 24,Dublin,201000,2,"15 LOSSET HALL, BELGARD SQ, TALLAGHT"
Dublin 24,Dublin,205100,2,"129 FOREST HILLS, RATHCOOLE, DUBLIN"
Dublin 24,Dublin,220000,2,"143 CITYPARK, CITYWEST, DUBLIN 24"
Dublin 24,Dublin,220000,2,"15 BIRCHVIEW AVENUE, KILNAMANAGH, TALLAGHT"
Dublin 24,Dublin,226000,2,"55 HUNTERS LANE, FIRHOUSE, TALLAGHT"
Dublin 24,Dublin,233000,2,"61FOREST HILLS, RATHCOOLE, DUBLIN"
Dublin 24,Dublin,235500,2,"3 FOREST PARK, KINGSWOOD HEIGHTS, DUBLIN 24"
Dublin 24,Dublin,239000,2,"8 SLADE CASTLE CLOSE, SLADE CASTLE, SAGGART"
Dublin 24,Dublin,240000,2,"25 DE SELBY RISE, TALLAGHT, DUBLIN 24"
Dublin 24,Dublin,242000,2,"53 HUNTERS LANE, HUNTERS WOOD, BALLYCULLEN DUBLIN 24"
Dublin 24,Dublin,242000,2,"53 HUNTERS LANE, HUNTERS WOOD, BALLYCULLEN DUBLIN 24"
Dublin 24,Dublin,245000,2,"48 HUNTERS AVE, HUNTERSWOOD, BALLYCULLEN RD DUBLIN 24"
Dublin 24,Dublin,248000,2,"120 FORTUNES LAWN, CITYPARK, CITYWEST DUBLIN 24"
Dublin 24,Dublin,251101,2,"17 Elder Heath Park, Elder Heath, Kiltipper Road"
Dublin 24,Dublin,255500,2,"3 Elder Heath Dale, Kiltipper, Dublin 24"
Dublin 24,Dublin,255507,2,"13 Elder Heath Dale, Elder Heath, Kiltipper Road"
Dublin 24,Dublin,260000,2,"51 KILTIPPER DRIVE, AYLESBURY, DUBLIN 24"
Dublin 24,Dublin,261000,2,"48 WESTPARK, TALLAGHT, DUBLIN 24"
Dublin 24,Dublin,265000,2,"741 VIRGINIA HEIGHTS, TALLAGHT, DUBLIN 24"
Dublin 24,Dublin,273083,3,"31 Ascaill Pairc an tSioda, Old Naas Road, Kingswood"
Dublin 24,Dublin,297000,3,"6 CORBALLY PARK, WESTBROOK GLEN, SAGGART"
Dublin 24,Dublin,300000,3,"19 THE DRIVE, MILLBROOK LAWNS, TALLAGHT DUBLIN 24"
Dublin 24,Dublin,330000,4,"89A THE STRAND, DONABATE, THE STRAND"
Dublin 24,Dublin,331000,4,"16 CARRIGMORE CLOSE, FORTUNESTOWN LANE, SAGGART"
Dublin 24,Dublin,370044,5,"5 Dodderpark Gardens, Ballycullen"
Dublin 24,Dublin,430000,5,"74 WOODLAWN PARK AVE, FIRHOUSE, DUBLIN 24"
Dublin 3,Dublin,227000,2,"30 SHELMALIER ROAD, EAST WALL, DUBLIN 3"
Dublin 3,Dublin,255000,2,"11 HIBERNIAN AVE, DUBLIN 3, DUBLIN"
Dublin 3,Dublin,295154,3,"Apartment 1, Churchfield, 59/60 Clontarf Road"
Dublin 3,Dublin,326500,4,"15 BUSHFIELD SQ, PHILIPSBURGH AVE, FAIRVIEW"
Dublin 3,Dublin,363000,5,"7 LEINSTER AVE, NORTH STRAND, DUBLIN 3"
Dublin 3,Dublin,365000,5,"5 VERNON WOOD, CLONTARF, DUBLIN 3"
Dublin 3,Dublin,365000,5,"9 ST JOSEPHS SQR, CLONTARF, DUBLIN 3"
Dublin 3,Dublin,421250,5,"172 PHILIPSBURGH AVE, MARINO, DUBLIN 3"
Dublin 3,Dublin,430000,5,"3 ST DECLANS TERRACE, MARINO, DUBLIN 3"
Dublin 3,Dublin,436000,5,"27 FAIRVIEW GREEN, MARINO, DUBLIN 3"
Dublin 3,Dublin,610000,5,"53 VICTORIA RD, CLONTARF, DUBLIN 3"
Dublin 3,Dublin,730000,5,"22 KINCORA AVE, CLONTARF, DUBLIN 3"
Dublin 3,Dublin,1005000,5,"55 SEAFIELD RD EAST, CLONTARF, DUBLIN CITY"
Dublin 4,Dublin,195000,2,"APT 37, 13-17 PEMBROKE, BALLSBRIDGE"
Dublin 4,Dublin,268000,2,"2 ELGIN MEWS, 20 PEMBROKE LANE, BALLSBRIDGE DUBLIN 4"
Dublin 4,Dublin,285450,3,"4 Hamilton way, Royal Canal Park, Ratoath Road"
Dublin 4,Dublin,297000,3,"31 The Bay, Elm Park, Merrion Road"
Dublin 4,Dublin,325000,4,"3 SAINT MARGARETS TERRACE, DUBLIN 8"
Dublin 4,Dublin,409600,5,"108 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4"
Dublin 4,Dublin,415000,5,"72 HOME VILLAS, DONNYBROOK, DUBLIN 4"
Dublin 4,Dublin,445000,5,"31 DONNYBROOK CASTLE, DONNYBROOK, DUBLIN 4"
Dublin 4,Dublin,625000,5,"APT B, SIMMONSCOURT CASTLE, BALLSBRIDGE DUBLIN 4"
Dublin 4,Dublin,625000,5,"APT C, SIMMONSCOURT CASTLE, BALLSBRIDGE DUBLIN 4"
Dublin 4,Dublin,675000,5,"18 BATH AVE, DUBLIN 4, DUBLIN"
Dublin 4,Dublin,675000,5,"2 DUNBUR, BROOKVALE RD, DONNYBROOK DUBLIN 4"
Dublin 4,Dublin,737500,5,"23 GLAUNSHAROON, EGLINTON RD, DUBLIN 4"
Dublin 4,Dublin,840000,5,"4 AILESBURY OAKS, AILESBURY RD, BALLSBRIDGE DUBLIN 4"
Dublin 4,Dublin,850000,5,"19 GILFORD AVE, SANDYMOUNT, DUBLIN 4"
Dublin 4,Dublin,1000000,5,"77 SANDYMOUNT RD, SANDYMOUNT, DUBLIN 4"
Dublin 4,Dublin,1030000,5,"20 SEAFORT AVE, SANDYMOUNT, DUBLIN 4"
Dublin 4,Dublin,1050000,5,"9 ANGLESEA RD, BALLSBRIDGE, DUBLIN 4"
Dublin 4,Dublin,1270000,5,"63 TRITONVILLE RD, SANDYMOUNT, DUBLIN"
Dublin 4,Dublin,1350000,5,"21 SANDYMOUNT RD, DUBLIN 4, DUBLIN"
Dublin 4,Dublin,1500000,5,"74 MARLBOROUGH RD, DONNYBROOK, DUBLIN 4"
Dublin 4,Dublin,2200000,5,"83 ANGLESEA RD, BALLSBRIDGE, DUBLIN 4"
Dublin 4,Dublin,2600000,5,"19 WELLINGTON RD, BALLSBRIDGE, DUBLIN 4"
Dublin 5,Dublin,120000,1,"185 ARDMORE DR, ARTANE, DUBLIN 5"
Dublin 5,Dublin,148000,1,"7, MASK ROAD, ARTANE DUBLIN 5"
Dublin 5,Dublin,220000,2,"58 SPRINGDALE RD, RAHENY, DUBLIN 5"
Dublin 5,Dublin,236250,2,"36 CRAIGFORD AVE, ARTANE, DUBLIN 5"
Dublin 5,Dublin,265000,2,"172 SPRINGDALE RD, RAHENY, DUBLIN 5"
Dublin 5,Dublin,269000,2,"28 MC AULEY DR, ARTANE DUBLIN 5, DUBLIN"
Dublin 5,Dublin,272000,3,"12 KIKCHAM ROAD, KILMAINHAM, DUBLIN 8"
Dublin 5,Dublin,287000,3,"96 SPRINGDALE RD, DUBLIN 5, DUBLIN"
Dublin 5,Dublin,295000,3,"51 ARDLEA RD, ARTANE, DUBLIN 5"
Dublin 5,Dublin,300000,3,"23 EDENMORE GROVE, RAHENY, DUBLIN 5"
Dublin 5,Dublin,300000,3,"APT 46 THE WATERMILL, WATERMILL RD, BETTYGLEN RAHENY"
Dublin 5,Dublin,310000,3,"49 LIMEWOOD AVE, COOLOCK, DUBLIN 5"
Dublin 5,Dublin,316000,3,"44 SPRINGDALE RD, RAHENY, DUBLIN 5"
Dublin 5,Dublin,375000,5,"28 KILLESTER PARK, KILLESTER, DUBLIN 5"
Dublin 5,Dublin,380000,5,"140 THE WATERMILL, BETTYGLEN, RAHENY DUBLIN 5"
Dublin 5,Dublin,395000,5,"35 FURRY PARK COURT, HOWTH RD, DUBLIN 3"
Dublin 5,Dublin,426000,5,"9 ST BRIGIDS ROAD, ARTANE, DUBLIN 5"
Dublin 5,Dublin,430000,5,"50 ROSEMOUNT AVE, ARTANE, DUBLIN 5"
Dublin 5,Dublin,460000,5,"1A SCHOOL AVE, KILLESTER, DUBLIN 5"
Dublin 5,Dublin,460000,5,"66 ALL SAINTS ROAD, RAHENY, DUBLIN 5"
Dublin 5,Dublin,510000,5,"91A BELMONT PARK, RAHENY, BELMONT PARK"
Dublin 5,Dublin,562000,5,"17 KILBARRACK AVE, RAHENY, DUBLIN 5"
Dublin 5,Dublin,612000,5,"30A ALL SAINTS RD, RAHENY, DUBLIN 5"
Dublin 5,Dublin,660000,5,"38 WATERMILL ROAD, RAHENY, DUBLIN 5"
Dublin 6,Dublin,214000,2,"1 THE TURRETS, RATHMINES RD UPPER, DUBLIN"
Dublin 6,Dublin,260000,2,"19 AUBURN HOUSE, RATHMINES PARK, RATHMINES DUBLIN 6"
Dublin 6,Dublin,350000,4,"9 ARMSTRONG ST, HAROLDS CROSS, DUBLIN 6"
Dublin 6,Dublin,383000,5,"25 CROSBIE HOUSE, NORTHBROOK AVE, DUBLIN 6"
Dublin 6,Dublin,396000,5,"58 NORTHBROOK AVE, RANELAGH, DUBLIN 6"
Dublin 6,Dublin,500000,5,"1 CASTLEWOOD LODGE, RATHMINES, DUBLIN 6"
Dublin 6,Dublin,500000,5,"APT 6, COWPER HALL, MILLTOWN DUBLIN 6"
Dublin 6,Dublin,501121,5,"90 MOUNT DRUMMOND SQ, HAROLDS CROSS, DUBLIN 6"
Dublin 6,Dublin,525000,5,"2 WINTON MEWS, WINTON AVE, RATHGAR DUBLIN 6"
Dublin 6,Dublin,610000,5,"17 WHITTON RD, TERENURE, DUBLIN 6"
Dublin 6,Dublin,740000,5,"28 CHERRYFIELD AVE LOWER, RANELAGH, DUBLIN 6"
Dublin 6,Dublin,1120000,5,"36 BELGRAVE RD, RATHMINES, DUBLIN 6"
Dublin 6,Dublin,1146125,5,"Roseleague, 2 Littlegrove, Milltown Road"
Dublin 6,Dublin,1220000,5,"118 RATHGAR RD, RATHGAR, DUBLIN 6"
Dublin 6,Dublin,1980000,5,"55 PALMERSTON RD, RATHMINES, DUBLIN 6"
Dublin 6,Dublin,2150000,5,"125 RATHGAR RD, RATHGAR, DUBLIN 6"
Dublin 6W,Dublin,330500,2,"126 OLD DISTILLERY, BERESFORD ROAD, DUBLIN 7"
Dublin 6W,Dublin,406000,2,"43 KIMMAGE GROVE, KIMMAGE, DUBLIN 6W"
Dublin 6W,Dublin,453000,5,"8 ELM PARK TERRACE, TERENURE, DUBLIN 6W"
Dublin 6W,Dublin,457000,5,"14 MOUNT ARGUS TERRACE, HAROLDS CROSS, DUBLIN 6W"
Dublin 6W,Dublin,510000,5,"4 MOUNT ARGUS CLOSE, HAROLDS CROSS, DUBLIN 6W"
Dublin 6w,Dublin,770000,5,"1A Mount Argus View, Harolds Cross, Dublin 6W"
Dublin 6W,Dublin,1000000,5,"42 TERENURE PARK, TERENURE, DUBLIN 6W"
Dublin 7,Dublin,130800,1,"377, CARNLOUGH ROAD, CABRA DUBLIN 7"
Dublin 7,Dublin,165000,2,"APT 4, 45 NORTH CIRCULAR ROAD, DUBLIN 7"
Dublin 7,Dublin,165000,2,"APT. 2, 45 NORTH CIRCULAR ROAD, DUBLIN 7"
Dublin 7,Dublin,168000,2,"198 THE HARDWICK, NORTH BRUNSWICK STREET, DUBLIN 7"
Dublin 7,Dublin,190000,2,"46 BERESFORD ST, THE OLD DISTILLERY, CUCKOO LANE DUBLIN 7"
Dublin 7,Dublin,205000,2,"32 LINNETFIELDS SQ, NAVAN RD, BLANCHARDSTOWN DUBLIN 15"
Dublin 7,Dublin,220000,2,"3 ST EITHNES RD, DUBLIN 7, DUBLIN"
Dublin 7,Dublin,220000,2,"4 BLOCK F, SMITHFIELD MARKET, SMITHFIELD DUBLIN 7"
Dublin 7,Dublin,225000,2,"111 SMITHFIELD VILLAGE, SMITHFIELD, DUBLIN 7"
Dublin 7,Dublin,232000,2,"8 CASTLE TERRACE, PHIBSBOROUGH, DUBLIN 7"
Dublin 7,Dublin,240000,2,"APT. 3, 45 NORTH CIRCULAR ROAD, DUBLIN 7"
Dublin 7,Dublin,240000,2,"20 INVER RD, CABRA WEST, DUBLIN 7"
Dublin 7,Dublin,260000,2,"FLAT 1, 41 PHIBSBOROUGH RD, PHIBSBOROUGH"
Dublin 7,Dublin,260000,2,"FLAT 1, 42 PHIBSBOROUGH RD, PHIBSBOROUGH"
Dublin 7,Dublin,265000,2,"15 MYRTLE ST, PHIBSBOROUGH, DUBLIN"
Dublin 7,Dublin,268000,2,"137 SMITHFIELD MARKET, SMITHFIELD, DUBLIN 7"
Dublin 7,Dublin,276000,3,"APT. 89, BLOCK B, SMITHFIELD MARKET"
Dublin 7,Dublin,385000,5,"100 SMITHFIELD MARKET, SMITHFIELD, DUBLIN 7"
Dublin 7,Dublin,412000,5,"28 ST PETERS RD, PHIBSBOROUGH, DUBLIN 7"
Dublin 7,Dublin,428000,5,"19 ANNAMOE RD, NORTH CIRCULAR RD, DUBLIN 7"
Dublin 7,Dublin,429500,5,"19 SHANDON CRESCENT, PHIBSBOROUGH, DUBLIN 7"
Dublin 7,Dublin,437000,5,"12 RATHMORE PARK, RAHENY, DUBLIN 5"
Dublin 7,Dublin,512000,5,"12 BLACQUIERE VILLAS, ROYAL CANAL BANK, PHIBSBOROUGH DUBLIN 7"
Dublin 7,Dublin,770000,5,"31 BLESSINGTON ST, DUBLIN 7"
Dublin 7,Dublin,2200000,5,"8 PALMERSTON ROAD, RATHMINES, DUBLIN 6"
Dublin 8,Dublin,86500,1,"5 MORNING STAR ROAD, DUBLIN 8"
Dublin 8,Dublin,137500,1,"10 VIKING COURT, TURVEY CLOSE, DONABATE"
Dublin 8,Dublin,140000,1,"APT 40, CHRISTCHURCH VIEW, CHRISTCHURCH DUBLIN 8"
Dublin 8,Dublin,150000,1,"85 EUGENE ST, DUBLIN 8, DUBLIN"
Dublin 8,Dublin,171806,2,"116 St. Margarets Road, Hampton Wood, Finglas"
Dublin 8,Dublin,197000,2,"28 RIALTO COURT, DUBLIN 8, DUBLIN"
Dublin 8,Dublin,205500,2,"4 LIMEKILN LANE, HAROLDS CROSS, DUBLIN 8"
Dublin 8,Dublin,225000,2,"18 LA ROCHELLE, HIGH ST, CHRISTCHURCH"
Dublin 8,Dublin,247501,2,"9 EARLS COURT, REUBEN ST, DUBLIN 8"
Dublin 8,Dublin,268000,2,"17 SAULS COURT, COWS LANE, TEMPLE BAR DUBLIN 8"
Dublin 8,Dublin,270000,3,"APT 13 MANOR HALL, MOUNT BROWN, DUBLIN 8"
Dublin 8,Dublin,275000,3,"14 BISHOPSMEADE, CLANBRASIL ST, DUBLIN 8"
Dublin 8,Dublin,288514,3,"APT 1, 380 SOUTH CIRCULAR RD, DUBLIN 8"
Dublin 8,Dublin,288514,3,"APT 1, 380 SOUTH CIRCULAR RD, DUBLIN 8"
Dublin 8,Dublin,295000,3,"4 CHAMBER STREET, THE COOMBE, DUBLIN 8"
Dublin 8,Dublin,300000,3,"97 KICKHAM ROAD, INCHICORE, DUBLIN 8"
Dublin 8,Dublin,325000,4,"69 THE MALTHOUSE, MARROWBONE LANE, DUBLIN 8"
Dublin 8,Dublin,355000,4,"22 REHOBOTH PLACE, SOUTH CIRCULAR ROAD, DUBLIN 8"
Dublin 8,Dublin,405000,5,"1 GOLDENBRIDGE TERRACE, INCHICORE, DUBLIN 8"
Dublin 8,Dublin,410000,5,"3 PORTOBELLO WHARF, WINDSOR TERRACE, DUBLIN 8"
Dublin 8,Dublin,423000,5,"29 ALEXANDRA WALK, AUNGIER STREET, DUBLIN 8"
Dublin 8,Dublin,425000,5,"24 OCAROLAN RD, SOUTH CIRCULAR RD, DUBLIN 8"
Dublin 8,Dublin,468501,5,"1 LAUDERDALE TERRACE, NEW ROW ST, DUBLIN 8"
Dublin 8,Dublin,790000,5,"10 WASHINGTON ST, SOUTH CIRCULAR RD, DUBLIN 8"
Dublin 9,Dublin,125000,1,"22 THE GOULDING, SANTRY CROSS, SANTRY AVEIUE"
Dublin 9,Dublin,220000,2,"171 LYMEWOOD MEWS, NORTH WOOD, SANTRY DUBLIN 9"
Dublin 9,Dublin,232000,2,"154 IVY COURT, BEAUMONT, DUBLIN 9"
Dublin 9,Dublin,288000,3,"1 CLONLIFFE SQ, DISTILLERY RD, DRUNCHONDRA DUBLIN 9"
Dublin 9,Dublin,290000,3,"11 SANTRY VILLAS, SANTRY, DUBLIN 9"
Dublin 9,Dublin,294000,3,"77 GLENCLOY RD, WHITEHALL, DUBLIN 9"
Dublin 9,Dublin,297000,3,"3 COOLGREENA ROAD, BEAUMONT, DUBLIN 9"
Dublin 9,Dublin,305000,3,"3 SCHOOLHOUSE LANE, SANTRY, DUBLIN 9"
Dublin 9,Dublin,323000,4,"44 WALSH RD, DRUMCONDRA, DUBLIN 9"
Dublin 9,Dublin,325000,4,"5 ONEACHTAIN RD, DRUMCONDRA, DUBLIN 9"
Dublin 9,Dublin,330000,4,"67 SHANTALLA DR, BEAUMONT, DUBLIN 9"
