Symbol,Name,Sector,Price,Price/Earnings,MaxPE,Dividend Yield,MaxDiv,Earnings/Share,MaxErnShr,52 Week Low,52 Week High,Market Cap,EBITDA,MaxEBIDTA,Price/Sales,MaxPS,Price/Book,MaxPB,SEC Filings
FLR,Fluor Corp.,Industrials,55.31,19.9,0.038258195,1.4727,0.116315989,1.99,0.045134951,62.09,37.0351,7978485059.00,709756000.00,0.008940569,0.5516,0.027450571,2.4,0.001710157,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR
FMC,FMC Corporation,Materials,80.87,32.48,0.062443526,0.786,0.062079424,1.56,0.035382173,98.7,56.53,11273961835.00,557800000.00,0.007026428,6.0089,0.29903505,5.26,0.003748094,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC
FL,Foot Locker Inc,Consumer Discretionary,45.88,9.5,0.018263962,2.5828,0.203993302,4.91,0.111363121,77.86,28.42,5819080328.00,957000000.00,0.012055022,1.0363,0.051571839,,0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FL
F,Ford Motor,Consumer Discretionary,10.43,5.89,0.011323657,6.7844,0.535841784,1.9,0.043093672,13.48,10.19,42414328338.00,9281000000.00,0.116909783,0.2705,0.013461529,1.26,0.000897832,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F
FTV,Fortive Corp,Industrials,69.14,25.05,0.048159185,0.3906,0.030850156,2.46,0.055794965,76.68,54.8844,24916503061.00,1508300000.00,0.018999572,5.1683,0.257202291,7.17,0.005109094,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV
FBHS,Fortune Brands Home & Security,Industrials,62.44,20.27,0.038969528,1.2618,0.0996588,3.04,0.068949875,73.62,55.25,9624169008.00,814500000.00,0.010259995,1.8435,0.091742434,3.76,0.002679246,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FBHS
BEN,Franklin Resources,Financials,38,12.67,0.024358358,2.3327,0.18424004,3,0.06804264,47.65,37.01,21759187973.00,2711300000.00,0.034153377,3.3991,0.169157423,1.83,0.001303995,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN
FCX,Freeport-McMoRan Inc.,Materials,17.16,14.67,0.028203403,1.1198,0.088443433,1.24,0.028124291,20.25,11.05,25853969330.00,5347000000.00,0.067354445,1.6538,0.082301946,3.66,0.002607989,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX
GPS,Gap Inc.,Consumer Discretionary,31.17,15.35,0.029510718,2.8204,0.222759296,1.69,0.038330687,35.68,21.02,12684517721.00,1959000000.00,0.024676895,1.129,0.056185087,3.93,0.002800382,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS
GRMN,Garmin Ltd.,Consumer Discretionary,61.13,21.23,0.040815149,3.234,0.255426026,2.69,0.061011567,64.96,48.5,11840331607.00,736798000.00,0.009281208,5.3199,0.264746719,3.14,0.002237455,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN
IT,Gartner Inc,Information Technology,114.26,36.86,0.070864174,0,0,2.31,0.052392833,142.16,97.96,10828314389.00,234935000.00,0.002959401,4.8945,0.243576537,13.47,0.009598256,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT
GD,General Dynamics,Industrials,206.05,20.71,0.039815438,1.5632,0.123463811,9.55,0.216602404,229.54,181.94,64180390701.00,4618000000.00,0.058171466,2.0481,0.101924426,5.45,0.003883481,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD
GE,General Electric,Industrials,14.45,13.76,0.026453908,3.1475,0.24859413,-0.72,-0.016330234,30.59,14.71,132249296250.00,206000000.00,#VALUE!,1.0888,0.05418452,1.7,0.001211361,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE
GGP,General Growth Properties Inc.,Real Estate,21.62,13.86,0.02664616,4.0055,0.316360219,1.34,0.030392379,25.72,18.83,21018887283.00,1740540000.00,0.021925025,17.0038,0.846200166,2.57,0.001831293,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGP
GIS,General Mills,Consumer Staples,53.99,17.53,0.033701817,3.5865,0.283266989,2.77,0.062826038,63.73,49.65,31098243069.00,3107600000.00,0.039145441,2.0389,0.101466585,7.26,0.005173225,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS
GM,General Motors,Consumer Discretionary,40.75,6.58,0.012650197,3.5858,0.283211702,6,0.13608528,46.76,31.92,61536606173.00,23541000000.00,0.296538432,0.5633,0.028032825,1.33,0.000947712,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM
GPC,Genuine Parts,Consumer Discretionary,96.31,21.17,0.040699798,2.7199,0.21482166,4.6,0.104332048,107.75,79.86,14554321748.00,1201517000.00,0.015135125,1.2122,0.060325565,4.33,0.003085408,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC
GILD,Gilead Sciences,Health Care,78.22,8.16,0.015687782,2.755,0.217593909,9.95,0.225674756,89.54,63.759,108106822109.00,17590000000.00,0.221575593,5.2087,0.259212812,4.12,0.002935769,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD
GPN,Global Payments Inc.,Information Technology,100.59,27.86,0.053561473,0.0376,0.002969703,1.58,0.03583579,113.26,76.47,16920023264.00,960345000.00,0.012097158,5.7758,0.287434745,4.73,0.003370434,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN
GS,Goldman Sachs Group,Financials,246.35,12.44,0.023916178,1.1669,0.09216346,8.61,0.195282377,273.79,209.62,96978500251.00,0.00,0,2.3094,0.114928114,1.25,0.000890707,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS
GT,Goodyear Tire & Rubber,Consumer Discretionary,30.75,9.92,0.019071422,1.6731,0.132143873,4.74,0.107507371,37.2,28.81,8244568238.00,2044000000.00,0.025747613,0.7273,0.036194344,1.65,0.001175733,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GT
GWW,Grainger (W.W.) Inc.,Industrials,258.6,22.57,0.043391329,1.9701,0.155601365,10.02,0.227262418,298.145,155,14639308205.00,1279846000.00,0.01612181,1.3995,0.069646616,8.1,0.00577178,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW
HAL,Halliburton Co.,Energy,47.41,38.86,0.074709218,1.449,0.114444129,-0.53,-0.012020866,57.86,38.181,43356557470.00,2910000000.00,0.036656337,2.1424,0.106617299,4.74,0.00337756,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL
HBI,Hanesbrands Inc,Consumer Discretionary,19.57,10.04,0.019302124,2.7322,0.215793132,1.41,0.031980041,25.73,18.9,8006268615.00,926153000.00,0.011666453,1.634,0.081316592,6.17,0.004396528,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI
HOG,Harley-Davidson,Consumer Discretionary,47.54,13.7,0.026338556,3.0219,0.238674059,2.98,0.067589022,63.4,44.52,8158949890.00,1058817000.00,0.013337578,1.662,0.082710022,4.31,0.003071157,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOG
HRS,Harris Corporation,Information Technology,149.84,26.38,0.05071614,1.4922,0.117856127,4.43,0.100476298,160.67,104.16,18140726600.00,1368000000.00,0.017232258,2.9517,0.146892402,5.88,0.004189884,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRS
HIG,Hartford Financial Svc.Gp.,Financials,53.34,14.34,0.02756897,1.7902,0.141392601,2.27,0.051485598,59.2,46.35,19926305632.00,0.00,0,1.394,0.069372907,1.15,0.00081945,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG
HAS,Hasbro Inc.,Consumer Discretionary,96.48,20.57,0.039546285,2.2305,0.176168136,4.34,0.098435019,116.2,87.92,12732072001.00,1028425000.00,0.01295474,3.2376,0.161120318,5.82,0.00414713,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS
HCA,HCA Holdings,Health Care,95.97,14.07,0.027049889,1.4228,0.112374814,5.94,0.134724427,106.84,71.18,34449052800.00,8202000000.00,0.103317965,0.7252,0.036089836,,0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA
HCP,HCP Inc.,Real Estate,22.64,10.99,0.021128521,6.3302,0.499968407,1.33,0.03016557,33.67,22.8,10967755538.00,1412684000.00,0.017795128,8.1271,0.404448028,1.97,0.001403754,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCP
HP,Helmerich & Payne,Energy,64.87,-54.51,-0.104796693,4.15,0.327773039,-1.2,-0.027217056,75.02,42.16,7345243806.00,483673000.00,0.006092674,3.7386,0.186052761,1.62,0.001154356,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HP
HSIC,Henry Schein,Health Care,70.85,19.85,0.038162069,0,0,3.1,0.070310728,93.495,65.28,11452961984.00,1033985000.00,0.013024778,1.2622,0.062813833,3.74,0.002664995,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC
HES,Hess Corporation,Energy,43,-9.33,-0.017937134,2.2671,0.179058857,-19.94,-0.452256748,55.48,37.25,14016129999.00,819000000.00,#VALUE!,3.7805,0.18813793,1.08,0.000769571,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES
HPE,Hewlett Packard Enterprise,Information Technology,15.04,11.57,0.022243584,1.928,0.152276246,0.21,0.004762985,24.88,12.815,24800859640.00,3683000000.00,0.046393571,1.461,0.072707186,1.06,0.000755319,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,78.66,36.42,0.070018264,0.7315,0.057774934,1.05,0.023814924,88.11,55.79,26242415796.00,2815000000.00,0.035459653,3.7628,0.187257083,17.67,0.01259103,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT
HOLX,Hologic,Health Care,38.8,19.21,0.036931654,0,0,2.64,0.059877523,46.8,35.76,11181493750.00,1561000000.00,0.019663417,4.8034,0.239042913,4,0.002850262,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX
HD,Home Depot,Consumer Discretionary,181.22,28.1,0.054022878,1.861,0.146984488,6.46,0.146518485,207.605,136.82,223378633329.00,16513000000.00,0.208008969,2.8964,0.144140378,84.08,0.059912497,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD
HON,Honeywell Int'l Inc.,Industrials,146.02,20.68,0.039757762,1.971,0.155672448,2.08,0.04717623,165.13,119.31,114422168609.00,8333000000.00,0.10496813,2.8268,0.140676709,5.71,0.004068748,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON
HRL,Hormel Foods Corp.,Consumer Staples,32.21,20.39,0.039200231,2.2908,0.180930717,1.57,0.035608982,38,29.75,17338613096.00,1422305000.00,0.01791632,2.5175,0.125284285,3.49,0.002486853,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL
HST,Host Hotels & Resorts,Real Estate,18.75,11.23,0.021589926,4.1131,0.324858623,1.02,0.023134498,21.53,17.26,14394715334.00,1547000000.00,0.019487063,3.5549,0.176910865,2.02,0.001439382,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST
HPQ,HP Inc.,Information Technology,19.92,12.07,0.023204845,2.6271,0.207492181,1.49,0.033794511,24.1,15.39,34895294088.00,3700000000.00,0.046607714,0.8955,0.044564877,0.66,0.000470293,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ
HUM,Humana Inc.,Health Care,262.37,22.39,0.043045275,0.604,0.047704799,4.06,0.092084373,293.35,189.01,36973617235.00,0.00,0,0.9257,0.04606779,3.33,0.002372843,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM
HBAN,Huntington Bancshares,Financials,15.1,15.41,0.029626069,2.8133,0.222198528,1,0.02268088,16.53,12.14,16766497291.00,0.00,0,3.5112,0.174736119,1.72,0.001225612,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN
HII,Huntington Ingalls Industries,Industrials,225.37,18.75,0.036047294,1.2265,0.096870755,12.15,0.275572692,253.44,183.42,10628247899.00,1107000000.00,0.013944524,1.8925,0.094180937,6.04,0.004303895,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII
IDXX,IDEXX Laboratories,Health Care,169.28,53.57,0.102989522,0,0,2.94,0.066681787,198.73,140.63,15422885020.00,478307000.00,0.00602508,7.9753,0.396893646,196.21,0.139812453,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX
INFO,IHS Markit Ltd.,Industrials,43.73,26.19,0.05035086,0,0,1,0.02268088,49.19,37.82,17969275816.00,1018900000.00,0.012834757,5.0604,0.251832609,2.24,0.001596146,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INFO
ITW,Illinois Tool Works,Industrials,156.15,23.62,0.045409978,1.909,0.150775598,4.86,0.110229077,179.07,126.52,55994378108.00,3924000000.00,0.04942937,3.9286,0.195508179,10.99,0.007831094,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW
ILMN,Illumina Inc,Health Care,209.54,52.25,0.100451793,0,0,4.92,0.11158993,248.97,158.0203,32295200000.00,1192000000.00,0.015015242,11.714,0.582951384,10.89,0.007759837,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN
INCY,Incyte,Health Care,83.92,-119.89,-0.230491204,0,0,0.54,0.012247675,153.15,84.21,18220961259.00,81686000.00,#VALUE!,17.027,0.847354722,10.25,0.007303795,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY
IR,Ingersoll-Rand PLC,Industrials,87.6,19.38,0.037258483,1.9739,0.155901494,5.07,0.114992062,97.67,77.26,22785450609.00,1987100000.00,0.025030862,1.6147,0.080356121,3.34,0.002379968,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR
INTC,Intel Corp.,Information Technology,42.75,12.32,0.023685475,2.6549,0.209687865,1.98,0.044908142,50.85,33.23,211536000000.00,26247000000.00,0.330625047,3.3489,0.166659202,3.34,0.002379968,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC
ICE,Intercontinental Exchange,Financials,67,22.95,0.044121888,5.4299,0.428861403,2.37,0.053753686,76.1378,56.8,41373051167.00,3103000000.00,0.039087497,9.62,0.478742728,2.62,0.001866921,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE
IBM,International Business Machines,Information Technology,147.59,10.67,0.020513313,3.8999,0.308019777,6.11,0.138580177,182.79,139.13,142433003505.00,16557000000.00,0.208563223,1.8172,0.090433606,7.7,0.005486753,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM
IP,International Paper,Materials,56.05,15.57,0.029933673,3.2068,0.25327773,5.14,0.116579723,66.94,49.6,24465996443.00,3004000000.00,0.037840425,1.0738,0.05343804,4.99,0.003555701,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP
IPG,Interpublic Group,Consumer Discretionary,21.34,15.46,0.029722196,3.3803,0.266981013,1.49,0.033794511,25.71,18.3,8277363031.00,1074900000.00,0.013540171,1.4713,0.073219769,4.01,0.002857387,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG
IFF,Intl Flavors & Fragrances,Materials,138,24.17,0.046467365,1.9341,0.152758032,5.05,0.114538444,157.4,116.3,11270040447.00,699963000.00,0.00881721,4.4209,0.220007664,6.34,0.004517664,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF
INTU,Intuit Inc.,Information Technology,152.75,40.52,0.077900606,0.9672,0.076390863,3.72,0.084372874,170.59,111.9,41233771565.00,1654000000.00,0.020834908,9.6337,0.479424513,33.5,0.02387094,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU
ISRG,Intuitive Surgical Inc.,Health Care,381.87,48.58,0.093396136,0,0,5.67,0.12860059,452,233.1064,44866621303.00,1153700000.00,0.014532789,14.6553,0.729326227,9.48,0.00675512,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG
IVZ,Invesco Ltd.,Financials,31.92,11.87,0.02282034,3.4668,0.273812909,2.74,0.062145611,38.43,29.36,13620847614.00,1606200000.00,0.020232787,2.6514,0.131947866,1.62,0.001154356,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ
IQV,IQVIA Holdings Inc.,Health Care,95.23,21.74,0.041795636,0,0,0.76,0.017237469,110.67,75.94,20426488713.00,1542000000.00,0.01942408,2.8477,0.141716805,2.77,0.001973806,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV
IRM,Iron Mountain Incorporated,Real Estate,32.07,15.42,0.029645295,7.0826,0.559394054,0.46,0.010433205,41.53,32.05,9410249279.00,1116140000.00,0.014059658,3.2899,0.163723046,4.97,0.00354145,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM
JBHT,J. B. Hunt Transport Services,Industrials,114.81,30.62,0.058867634,0.8139,0.064283006,6.19,0.140394647,126.49,83.35,12945366350.00,1007309000.00,0.012688749,1.7697,0.088069751,8.55,0.006092434,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT
JEC,Jacobs Engineering Group,Industrials,62.82,19.45,0.03739306,0.909,0.071794143,2.43,0.055114538,72.18,49.31,9326484316.00,409832000.00,0.005162522,1.213,0.060365377,2.01,0.001432256,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JEC
SJM,JM Smucker,Consumer Staples,118.37,15.35,0.029510718,2.6037,0.205644015,5.1,0.115672488,143.68,99.565,13612394896.00,1411300000.00,0.017777694,2.4967,0.124249165,1.88,0.001339623,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM
JNJ,Johnson & Johnson,Health Care,126.36,17.31,0.033278862,2.5567,0.201931886,0.39,0.008845543,148.32,113.15,353062464971.00,22430000000.00,0.282543522,4.6326,0.23054299,4.74,0.00337756,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ
JCI,Johnson Controls International,Industrials,36.55,14,0.026915313,2.766,0.218462705,1.71,0.038784305,44.37,34.51,34822224800.00,4295000000.00,0.054102739,1.1415,0.056807154,1.69,0.001204235,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
JPM,JPMorgan Chase & Co.,Financials,107.88,15.43,0.02966452,1.9846,0.156746596,6.3,0.142889544,117.3529,81.635,386613611000.00,0.00,0,3.3715,0.167783899,1.6,0.001140105,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
JNPR,Juniper Networks,Information Technology,24.66,14.09,0.02708834,1.5754,0.124427384,0.78,0.017691086,30.96,23.87,9267350000.00,1115500000.00,0.014051596,1.8543,0.0922799,1.78,0.001268366,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR
KSU,Kansas City Southern,Industrials,103.53,19.8,0.038065943,1.3445,0.106190566,9.16,0.207756861,114.85,81.54,11037040988.00,1295400000.00,0.016317739,4.2819,0.213090279,2.39,0.001703031,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSU
K,Kellogg Co.,Consumer Staples,65.98,16.5,0.031721619,3.364,0.265693615,1.95,0.044227716,76.69,58.76,22182794875.00,1827000000.00,0.023014133,2.3174,0.115326237,11.5,0.008194502,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K
KEY,KeyCorp,Financials,20.08,14.66,0.028184178,1.9877,0.156991438,1.12,0.025402586,22.22,16.28,22589744920.00,0.00,0,3.2705,0.162757598,1.55,0.001104476,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY
KMB,Kimberly-Clark,Consumer Staples,111.69,17.93,0.034470826,3.56,0.28117398,6.41,0.145384441,136.21,109.67,39449596000.00,4033000000.00,0.050802408,2.1948,0.109225004,151.66,0.108067665,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB
KIM,Kimco Realty,Real Estate,14.01,9.28,0.017841007,7.7135,0.609223454,0.8,0.018144704,25.15,14.33,6180487499.00,701190000.00,0.008832666,7.0509,0.350890551,1.2,0.000855078,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM
KMI,Kinder Morgan,Energy,16.8,25.07,0.048197635,2.8918,0.228398572,0.01,0.000226809,22.75,16.56,38612712234.00,5981000000.00,0.07534074,2.8239,0.14053239,1.07,0.000762445,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI
KLAC,KLA-Tencor Corp.,Information Technology,98.54,16.59,0.031894646,2.2989,0.181570467,5.88,0.133363575,121.65,86.33,16078622033.00,1506642000.00,0.018978686,4.3396,0.21596174,12.93,0.00921347,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC
KSS,Kohl's Corp.,Consumer Discretionary,60.34,16.01,0.030779583,3.4965,0.276158658,3.12,0.070764346,69.14,35.16,10570861198.00,2286000000.00,0.028796009,0.8558,0.042589192,2.04,0.001453633,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSS
KHC,Kraft Heinz Co,Consumer Staples,71.58,20.11,0.038661924,3.399,0.268457966,2.81,0.063733273,97.77,72.05,89618309338.00,7832000000.00,0.098657194,4.6781,0.232807314,1.54,0.001097351,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC
KR,Kroger Co.,Consumer Staples,27.57,13.07,0.025127367,1.7301,0.136645816,2.05,0.046495804,34.75,19.69,25471355847.00,5342000000.00,0.067291462,0.2796,0.013914394,4.02,0.002864513,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR
LB,L Brands Inc.,Consumer Discretionary,47.77,12.77,0.02455061,4.887,0.385982371,3.98,0.090269902,63.1,35,13862042842.00,2329000000.00,0.029337667,1.7061,0.084904674,"1,403.38",1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
LLL,L-3 Communications Holdings,Industrials,198.79,23.14,0.044487167,1.4445,0.114088712,8.51,0.193014289,218.705,159.43,16229343134.00,1137000000.00,0.014322425,1.4885,0.074075733,3.12,0.002223204,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLL
LH,Laboratory Corp. of America Holding,Health Care,165.46,17.79,0.034201673,0,0,7.02,0.159219778,181.715,130.292,17271388000.00,1861200000.00,0.02344494,2.246,0.11177299,2.71,0.001931052,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
LRCX,Lam Research,Information Technology,162.23,16.29,0.031317889,1.1653,0.09203709,9.22,0.209117714,219.7,113.1982,27967534829.00,2967218000.00,0.037377094,3.0405,0.151311566,4.52,0.003220796,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX
LEG,Leggett & Platt,Consumer Discretionary,43.99,17.88,0.0343747,3.1455,0.248436167,2.76,0.062599229,54.97,42,6034600480.00,447000000.00,0.005630716,2.0303,0.101038603,4.89,0.003484445,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEG
LEN,Lennar Corp.,Consumer Discretionary,59.11,15.35,0.029510718,0.2627,0.020748428,3.38,0.076661374,72.17,43.6471,14615967194.00,1405319000.00,0.017702353,1.1468,0.057070911,1.76,0.001254115,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN
LUK,Leucadia National Corp.,Financials,23.86,15.39,0.029587619,1.5994,0.126322939,0.33,0.00748469,28.3,22.23,8910389431.00,2201336000.00,0.027729524,1.041,0.051805736,0.84,0.000598555,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUK
LLY,Lilly (Eli) & Co.,Health Care,74.21,17.34,0.033336538,2.9327,0.231628914,-0.2,-0.004536176,89.09,75.71,84475986228.00,3459800000.00,0.043581992,3.7547,0.186853983,5.73,0.004083,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY
LNC,Lincoln National,Financials,73.86,9.49,0.018244737,1.6813,0.132791521,9.24,0.209571331,86.68,61.45,17123031000.00,0.00,0,1.2019,0.059812982,1.04,0.000741068,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC
LKQ,LKQ Corporation,Consumer Discretionary,38.86,21.35,0.041045852,0,0,1.5,0.03402132,43.8599,27.85,12469931896.00,1065614000.00,0.013423198,1.7236,0.085775568,3.02,0.002151947,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ
LMT,Lockheed Martin Corp.,Industrials,334.3,24.28,0.046678843,2.316,0.18292105,6.83,0.154910411,361.79,256.4,98102120000.00,7115000000.00,0.089625375,1.8781,0.093464316,45.55,0.032457353,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
L,Loews Corp.,Financials,46.05,15.99,0.030741132,4.5132,0.356459103,1.93,0.043774098,53.59,45.01,16111166935.00,0.00,0,1.581,0.078679028,0.85,0.000605681,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L
LOW,Lowe's Cos.,Consumer Discretionary,95.01,23.87,0.045890608,1.6413,0.129632262,3.46,0.078475845,108.98,70.76,82909678852.00,7858000000.00,0.098984708,1.5653,0.077897712,14.1,0.010047172,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
LYB,LyondellBasell,Materials,105.79,10.35,0.019898106,3.2647,0.257850757,12.25,0.27784078,121.95,78.01,43556650000.00,6851000000.00,0.086299851,1.3038,0.064884072,5.86,0.004175633,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB
MTB,M&T Bank Corp.,Financials,178.35,18.91,0.036354898,1.6219,0.128100022,8.69,0.197096847,193.85,141.12,27840827434.00,0.00,0,4.6278,0.230304116,1.79,0.001275492,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
MAC,Macerich,Real Estate,58.36,14.81,0.028472556,4.9178,0.388415,3.43,0.077795418,69.73,52.12,8473119166.00,503183000.00,0.006338435,11.3949,0.567071259,2.24,0.001596146,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAC
M,Macy's Inc.,Consumer Discretionary,24,7.67,0.014745746,6.0985,0.481668404,1.98,0.044908142,33.73,17.405,7541063495.00,2446000000.00,0.030811478,0.455,0.022643237,1.69,0.001204235,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M
MRO,Marathon Oil Corp.,Energy,15.68,-32,-0.061520715,1.2247,0.096728588,-2.65,-0.060104332,19.52,10.55,13875005314.00,2266000000.00,0.028544076,4.6579,0.231802053,,0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
MPC,Marathon Petroleum,Energy,62.79,16.06,0.030875709,2.8269,0.223272676,6.85,0.155364028,73.53,47.39,31633740000.00,5978000000.00,0.07530295,0.4271,0.021254784,2.43,0.001731534,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
MAR,Marriott Int'l.,Consumer Discretionary,133.88,32.73,0.062924156,0.9453,0.07466117,2.67,0.06055795,149.21,85.3725,50910130358.00,2620000000.00,0.0330033,2.9997,0.149281139,11.02,0.00785247,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR
